#{"t_start": 1648261826.6046648, "env_id": "HummingbirdHoverTaskEnvPPO-v2"}
r,l,t
592.1588,994,41025.196907
621.90991,1000,41046.616562
600.595506,1000,41066.7384
484.80032,624,41080.544175
0,1,41080.676765
336.171157,502,41090.841541
0,1,41090.961298
-32.276251,69,41092.472817
80.576741,182,41096.264409
604.674769,1000,41116.424823
290.704973,479,41127.362748
396.928266,531,41138.097779
391.786545,525,41148.730967
0,1,41148.838654
684.032877,1000,41170.264717
650.842757,1000,41190.404207
636.892676,1000,41211.739096
454.917578,567,41223.19206
0,1,41223.34353
694.178382,1000,41243.460625
109.894041,287,41250.525811
634.369876,829,41267.24617
0,1,41267.362793
288.505777,392,41275.329132
602.5068,1000,41296.691642
668.93588,1000,41316.803534
628.887694,1000,41338.184537
639.182501,1000,41358.346622
638.091393,1000,41379.726252
485.878065,840,41396.69603
-100,1,41396.816339
636.583525,1000,41416.966053
595.261448,1000,41438.329892
594.921557,902,41456.558355
0,1,41456.706948
-31.327373,70,41458.237174
-100,1,41458.345362
636.90316,1000,41479.659952
594.716736,1000,41499.781269
547.743289,816,41517.480016
0,1,41517.60123
517.786655,764,41533.009474
380.114437,477,41542.685125
192.06576,391,41551.879359
585.18797,1000,41572.020038
596.991585,1000,41593.442333
645.242684,1000,41613.572337
110.708775,255,41618.834281
-100,1,41618.965841
643.19008,1000,41640.305402
586.169517,1000,41660.439284
697.453212,1000,41681.909473
578.495483,1000,41702.091588
737.272986,1000,41723.463483
649.70575,1000,41743.592997
89.385315,192,41747.585307
652.105309,1000,41768.927476
353.769266,432,41777.752047
710.833336,1000,41797.903802
414.791425,553,41810.401353
217.189199,413,41818.813348
156.84651,280,41824.565851
660.30461,1000,41845.888233
642.260008,1000,41866.029218
577.94989,1000,41886.170563
633.404543,1000,41907.460837
394.573066,475,41917.076176
591.814248,1000,41938.489456
122.526494,236,41943.390525
122.404139,242,41948.371588
732.00571,1000,41968.553892
652.885319,1000,41989.965241
262.855235,329,41996.676521
110.51721,212,42001.021982
152.99696,304,42007.21213
90.553885,211,42011.545066
-100,1,42011.664688
605.325189,1000,42033.025985
628.169669,1000,42053.137663
454.790343,948,42073.441937
703.117277,1000,42093.590799
669.689594,1000,42115.063002
749.932074,1000,42135.245959
396.877713,597,42148.559807
408.046833,483,42158.353899
641.298426,1000,42178.50598
731.052111,1000,42199.896502
689.849688,1000,42220.048308
639.704979,980,42240.977611
360.440347,544,42251.99144
0,1,42252.100409
635.107271,1000,42273.505537
632.419477,1000,42293.645414
610.008261,1000,42315.106157
647.775901,1000,42335.260216
468.035147,670,42348.765016
595.204007,1000,42370.126892
648.393217,1000,42390.25625
697.077017,1000,42411.636775
650.824363,1000,42431.779121
587.335779,1000,42453.169115
438.131805,593,42465.186046
0,1,42465.309005
282.537592,374,42472.911563
717.837812,1000,42494.432353
698.197077,1000,42514.593722
589.382452,1000,42536.014784
615.7896,1000,42556.186087
635.958813,1000,42577.507075
497.93292,828,42594.209375
603.538573,952,42614.576813
0,1,42614.685344
655.365968,1000,42634.837254
649.853543,1000,42656.1502
83.125227,193,42660.111222
588.910836,1000,42680.262703
697.315489,1000,42701.682434
646.646337,1000,42721.777045
684.373987,955,42742.238131
65.024139,188,42746.138172
-100,1,42746.267582
720.107992,1000,42766.369503
742.815887,1000,42787.750654
663.905984,1000,42807.874663
739.447008,1000,42829.282181
459.132337,640,42842.177647
0,1,42842.295615
672.095333,1000,42862.470082
116.083902,231,42868.512582
-100,1,42868.633047
212.984216,382,42876.396675
438.991404,639,42889.326309
610.308609,1000,42910.733945
588.571474,1000,42930.883757
631.444627,1000,42952.286354
710.377261,1000,42972.397061
300.911905,417,42980.903459
683.690159,1000,43002.324892
561.026257,894,43020.345439
580.161425,1000,43041.645909
536.463416,800,43057.794763
634.225221,1000,43077.935344
704.117032,1000,43099.326396
600.717682,917,43117.817656
359.360335,463,43128.409785
410.721529,533,43139.203898
529.594393,786,43155.036431
699.167914,1000,43176.34507
586.987344,1000,43196.465351
580.244706,859,43215.007807
0,1,43215.118944
726.359732,1000,43235.258732
91.6579,235,43240.071538
39.154399,206,43244.342467
19.447384,146,43247.386534
506.759682,805,43264.884927
639.549923,1000,43285.056598
695.88249,1000,43306.385385
723.211375,963,43325.747888
661.748133,1000,43347.170942
692.640687,1000,43367.329337
384.974898,488,43378.446371
686.736583,1000,43398.618985
458.645615,625,43411.285012
594.109525,1000,43432.628181
696.236274,1000,43452.776156
717.84769,1000,43474.156709
289.144644,366,43481.622702
661.485896,1000,43501.792122
256.129763,305,43509.175896
631.69158,1000,43529.326663
598.084831,1000,43550.718703
645.788933,1000,43570.85758
587.888809,1000,43592.221119
112.461482,214,43596.622142
362.870144,482,43606.399351
77.233218,195,43610.492457
630.07363,1000,43630.641453
676.991116,1000,43651.992669
691.728517,1000,43672.134054
675.40839,1000,43693.486701
675.785754,983,43713.294729
205.989455,391,43722.510924
-100,1,43722.641549
632.738282,1000,43742.781507
577.62643,1000,43764.154052
692.178333,1000,43784.314009
607.392552,1000,43805.665084
490.232065,750,43820.8422
0,1,43820.962373
124.652459,257,43826.243346
643.562456,1000,43847.688144
541.112742,784,43863.516003
212.440439,365,43870.92962
502.810596,755,43886.176827
627.253084,1000,43907.577242
429.926294,556,43918.832975
0,1,43918.973381
657.895457,1000,43940.354378
642.751313,1000,43960.538325
584.484653,1000,43981.875039
593.645335,1000,44002.037708
372.669121,550,44013.164355
685.494096,1000,44034.575035
687.311583,1000,44054.725636
525.628968,862,44073.304785
0,1,44073.435032
705.176255,1000,44093.55654
701.933104,1000,44114.997097
748.751799,1000,44135.117625
587.256245,1000,44156.539704
382.606338,665,44169.947575
646.431192,1000,44191.315829
698.596648,1000,44211.470039
541.959153,911,44231.020357
0,1,44231.139693
619.665395,941,44250.079788
485.735861,776,44265.748584
172.358244,379,44274.754048
311.566022,487,44284.63725
650.09396,1000,44304.768868
681.347236,1000,44326.208544
596.963514,927,44344.861608
659.125685,1000,44366.200542
590.44175,1000,44386.313215
624.619766,957,44406.924119
397.62799,557,44418.168526
674.183535,1000,44438.310094
433.941643,619,44452.034983
102.587845,204,44456.288207
652.054014,1000,44476.389185
448.114453,640,44490.528409
257.305845,316,44497.034437
0,1,44497.153973
628.358793,1000,44517.300581
662.221891,1000,44538.67312
573.951687,1000,44558.765826
666.994989,1000,44580.107038
643.868525,1000,44600.225143
612.704841,863,44618.784917
559.849412,820,44635.345387
215.781792,371,44642.889801
592.612174,1000,44664.242256
672.826297,1000,44684.400898
439.084546,579,44697.407969
584.476803,1000,44717.519785
475.244959,672,44731.097451
0,1,44731.215612
749.009211,1000,44752.525637
414.091928,547,44763.600428
511.558582,798,44779.712897
0,1,44779.832433
82.598276,184,44784.932741
-100,1,44785.054219
645.304575,1000,44805.194919
536.202759,695,44819.262845
654.230808,1000,44840.712899
618.906873,1000,44860.834047
618.573548,1000,44882.236197
464.42804,650,44895.342591
626.474067,1000,44916.674589
287.588052,390,44924.628076
657.57502,1000,44944.780199
640.214166,1000,44966.100809
698.145309,1000,44986.234249
722.020243,966,45006.881633
619.670923,1000,45027.04379
661.865961,1000,45048.433678
419.082244,545,45059.460345
669.074445,1000,45080.891874
616.028407,1000,45101.021855
594.055617,1000,45121.165265
660.743589,977,45142.246516
0,1,45142.367376
707.154659,1000,45162.484995
513.105152,702,45177.843632
0,1,45177.974948
739.250941,1000,45198.10243
685.341301,1000,45219.63481
712.092701,1000,45239.746733
592.617605,998,45261.026814
0,1,45261.15728
688.514911,1000,45281.31763
631.152549,1000,45302.769642
589.604434,1000,45322.869402
639.729215,1000,45344.273114
757.591878,1000,45364.414186
776.530317,1000,45385.885257
584.047888,1000,45406.073477
588.235649,1000,45427.457174
668.248114,1000,45447.635198
604.66519,858,45466.096049
581.941911,1000,45486.228646
521.328212,743,45501.227246
584.077289,1000,45522.608142
100.880776,208,45526.90904
678.197809,1000,45547.057294
577.334827,847,45565.41046
644.844732,1000,45585.59946
690.279427,872,45604.381114
0,1,45604.4997
752.304403,1000,45624.641379
750.493711,1000,45646.013704
694.954859,1000,45666.16212
261.513696,332,45672.944755
0,1,45673.077911
721.879644,1000,45694.458278
602.974412,940,45713.397039
694.205069,1000,45734.740474
374.764579,512,45745.116259
751.183186,1000,45766.426029
634.588046,1000,45786.516811
593.847045,1000,45807.83862
486.261265,853,45825.025803
-100,1,45825.135747
753.621372,1000,45846.50937
567.586912,851,45863.657493
-100,1,45863.766129
629.060485,958,45883.089499
706.008765,1000,45904.548794
96.975862,199,45908.658714
741.468026,1000,45928.801347
650.507436,1000,45950.155803
301.042288,410,45958.468188
576.434021,837,45976.628552
665.292249,1000,45996.780425
634.292539,1000,46018.20077
632.607742,1000,46038.331727
626.06595,1000,46059.651254
652.145894,1000,46079.773857
631.399237,1000,46099.924739
737.644663,1000,46121.305228
388.625477,506,46131.563771
588.078566,1000,46152.932378
141.506644,305,46159.147614
679.961506,883,46176.965618
609.652935,1000,46198.385569
526.750006,897,46216.467954
195.567007,300,46222.621751
178.832227,369,46231.335974
108.521675,210,46235.666078
-100,1,46235.797415
699.98294,1000,46255.930245
442.459702,549,46267.085631
0,1,46267.21433
327.746117,487,46278.208888
363.078583,506,46288.435814
523.436812,893,46306.418079
287.46334,378,46315.308392
589.685813,1000,46335.408911
265.71708,337,46342.26297
171.730662,332,46349.007081
449.979716,724,46364.875475
0,1,46364.984957
103.478911,205,46369.249858
196.513053,302,46375.441253
683.344247,1000,46395.582748
672.773739,1000,46416.906867
331.296063,469,46426.431464
594.722477,1000,46447.849019
518.366191,1000,46467.960927
583.864224,1000,46489.38446
584.205797,1000,46509.546393
588.275937,1000,46530.87675
79.786326,182,46534.625607
-100,1,46534.746271
298.749526,430,46543.532557
0,1,46543.648939
591.771842,1000,46563.773221
640.446199,1000,46585.08372
501.984643,618,46597.551824
72.723646,229,46602.32302
386.025407,592,46615.481594
612.937945,1000,46635.620529
587.694123,1000,46657.090959
635.835181,1000,46677.234049
638.510837,1000,46698.64418
683.120619,1000,46718.754944
97.550652,200,46722.889062
219.529269,375,46730.493943
184.646961,290,46736.42569
613.228491,1000,46757.887345
210.11655,398,46766.018983
267.699637,327,46772.673345
0,1,46772.79622
636.462728,1000,46794.16448
280.146946,481,46803.941033
-100,1,46804.06216
668.306812,1000,46824.181653
604.673536,1000,46845.595304
596.120045,1000,46865.756581
286.509089,406,46875.161694
233.191177,380,46882.877459
601.452049,1000,46903.034883
385.627599,565,46915.671225
598.686732,1000,46935.810827
245.313656,293,46941.785774
626.369325,1000,46963.178561
202.035737,304,46969.421381
-100,1,46969.54178
588.33993,1000,46989.669815
197.692384,381,46998.644304
603.465558,1000,47018.776934
405.104801,595,47030.802085
544.492344,1000,47052.186347
309.109984,404,47060.390825
319.983969,444,47069.412554
0,1,47069.535588
690.467675,1000,47090.977056
618.673393,1000,47111.117861
306.438486,439,47120.074176
422.291381,671,47134.861588
73.463636,274,47140.483488
271.274613,347,47147.527054
676.164831,1000,47168.906308
558.418789,1000,47189.051354
448.311857,588,47200.926192
585.946108,1000,47222.23715
165.511345,344,47229.249128
105.325682,207,47233.514699
401.55634,549,47244.629228
310.360411,403,47254.022204
0,1,47254.152966
270.843305,332,47260.928957
578.162163,1000,47281.088353
424.31174,563,47292.514359
515.138975,822,47310.335398
714.045234,1000,47330.474682
127.05444,267,47335.966022
-100,1,47336.077012
277.318651,440,47346.211418
743.862517,1000,47366.322839
228.569701,420,47374.857531
-100,1,47374.988878
209.261161,416,47384.641575
646.458821,1000,47404.774016
634.078971,1000,47426.174771
260.448936,316,47432.648733
0,1,47432.779443
695.896588,1000,47452.92766
595.519938,1000,47474.258381
629.79114,1000,47494.390304
275.452183,463,47503.75764
657.598982,1000,47525.180104
660.128468,1000,47545.317006
697.095238,1000,47566.639345
672.4136,1000,47586.80053
265.924816,318,47594.503899
630.063582,1000,47614.617583
257.697276,440,47623.562844
184.073091,324,47630.172655
317.672123,486,47641.280416
216.04986,318,47647.785595
-100,1,47647.906851
595.288911,1000,47668.052581
238.207129,441,47676.978135
401.075811,532,47689.014316
584.054306,1000,47709.155459
57.108232,193,47713.18683
213.242099,375,47722.049875
255.031271,309,47728.323566
193.148911,295,47734.356488
666.383028,1000,47754.469125
592.455361,1000,47775.790785
194.547163,317,47782.243373
641.733059,1000,47802.354604
658.046459,1000,47823.848152
635.758031,1000,47844.028729
253.111108,390,47853.120823
-100,1,47853.261187
191.234902,373,47860.854368
-100,1,47860.976167
494.439083,615,47873.392425
0,1,47873.513887
426.179665,601,47885.668379
0,1,47885.789472
649.686278,1000,47907.140717
211.37985,376,47914.784497
162.610467,281,47920.528852
600.702558,1000,47941.82909
668.657968,1000,47961.999664
582.41927,1000,47983.381189
355.573091,420,47991.915648
0,1,47992.045942
586.53339,1000,48012.186182
255.515864,314,48018.570421
586.344265,1000,48039.981548
688.072839,1000,48060.113478
625.883988,1000,48081.51444
615.959376,1000,48101.66251
594.65965,840,48119.793027
0,1,48119.92327
700.863281,1000,48140.06314
236.123017,400,48149.448889
616.498496,1000,48169.592562
702.049052,928,48188.291397
646.259547,1000,48209.613513
660.159998,1000,48229.771903
268.989805,508,48241.396969
648.366898,1000,48261.562112
706.663186,1000,48282.920166
404.779477,592,48294.896813
167.590326,337,48301.781924
682.622289,1000,48323.103147
620.940391,1000,48343.273633
223.759214,393,48351.266458
-100,1,48351.375881
307.277806,416,48359.810165
105.356692,207,48365.383811
-100,1,48365.516325
299.366537,404,48373.72932
457.084142,707,48387.99872
118.285263,305,48394.241637
681.170313,1000,48415.675157
334.253071,638,48428.581149
98.670569,298,48434.693477
756.085786,1000,48456.025254
347.450003,576,48467.663018
615.9565,1000,48487.781591
746.861337,1000,48509.074431
142.76676,289,48514.984736
-100,1,48515.136636
591.879243,920,48534.896442
663.774983,1000,48555.028077
691.482269,1000,48576.32834
685.487035,1000,48596.438491
641.195799,1000,48617.780899
469.080591,615,48630.219841
588.976615,920,48648.757804
109.012213,354,48656.012211
659.199265,1000,48677.422958
598.196517,1000,48697.542645
562.792429,1000,48718.894196
628.519889,1000,48739.005633
586.665346,1000,48760.424363
534.635893,1000,48780.565832
435.07212,714,48796.213777
506.164574,835,48813.013163
711.566737,1000,48834.337243
566.332437,1000,48854.45605
443.268101,569,48865.971355
730.837756,1000,48887.422519
620.352304,1000,48907.572263
600.446125,1000,48928.894062
674.829218,1000,48949.025526
228.976926,408,48958.610168
137.031425,351,48965.774568
633.702441,1000,48985.912998
617.688752,1000,49007.297506
699.748436,1000,49027.486373
646.195161,1000,49048.966801
600.212991,1000,49069.098478
592.886017,1000,49090.54961
630.510198,930,49109.330731
654.45648,1000,49130.631249
688.010196,1000,49150.772085
643.27673,1000,49172.213203
671.458187,1000,49192.381361
702.673901,1000,49213.724605
600.788748,1000,49233.824872
631.874536,1000,49255.205159
661.3902,1000,49275.346898
671.032438,1000,49295.528007
750.738683,1000,49316.949331
633.384567,1000,49337.059929
696.356052,1000,49358.472369
745.673024,1000,49378.562642
741.976168,1000,49399.954459
712.340597,1000,49420.067525
401.942473,611,49433.701562
662.308987,1000,49453.813035
583.815123,1000,49475.194781
758.364865,1000,49495.356811
662.718171,1000,49516.745703
363.6017,487,49526.65362
481.978601,723,49541.250727
66.524304,272,49546.840275
-100,1,49546.961788
320.612327,447,49557.22742
626.28303,1000,49577.418797
662.063569,1000,49598.871066
517.810944,703,49613.069681
645.003789,1000,49633.17862
571.480312,647,49647.44505
0,1,49647.596427
757.429053,1000,49667.747884
719.947071,1000,49689.159729
441.569322,706,49703.41594
657.12036,1000,49724.805429
680.004095,987,49744.689748
0,1,49744.820528
641.773699,1000,49766.178765
275.35193,352,49773.344244
0,1,49773.463392
746.468572,1000,49793.603111
625.954882,1000,49815.025586
750.285502,1000,49835.144939
660.76488,937,49855.244276
650.627973,1000,49875.387948
643.698062,1000,49896.7724
677.42078,1000,49916.900866
681.263158,1000,49938.390591
588.170372,985,49958.202598
0,1,49958.322272
372.04443,554,49969.558113
665.505544,1000,49990.919386
587.435401,1000,50011.068696
723.985908,1000,50032.561414
538.876994,886,50050.440137
671.311789,1000,50071.842049
689.721013,1000,50091.972019
276.765591,367,50099.420285
344.672053,507,50110.862686
658.743361,1000,50130.985582
596.289549,1000,50152.373431
604.701098,1000,50172.536227
651.661635,1000,50193.908598
699.391088,1000,50214.027498
660.336176,869,50231.548849
645.529315,1000,50252.956359
704.266065,1000,50273.090187
640.264934,998,50294.381659
661.878339,1000,50314.511245
648.319634,1000,50335.833334
582.384111,1000,50355.942293
716.327156,940,50376.051414
596.661763,1000,50396.193857
635.742177,1000,50417.556556
583.392585,1000,50437.717058
675.388599,1000,50459.090286
436.794734,596,50471.122459
644.64133,1000,50492.537674
639.260395,1000,50512.675553
310.190369,429,50521.362724
102.150264,205,50525.572945
343.767161,716,50541.312141
-100,1,50541.434177
578.955797,1000,50561.573117
634.043841,1000,50582.937797
664.08382,1000,50603.077219
750.042914,1000,50624.508121
707.455263,1000,50644.620721
255.386958,318,50651.110042
698.102218,1000,50672.513396
654.431975,1000,50692.645393
629.491042,1000,50714.054583
629.449926,1000,50734.20705
608.498455,1000,50755.568624
595.602181,1000,50775.707487
643.856817,1000,50797.040499
530.071589,1000,50817.208604
679.332143,1000,50838.531405
395.935136,515,50848.936981
591.620601,996,50868.978469
0,1,50869.127897
631.216669,1000,50890.528102
623.779278,1000,50910.67871
521.832138,585,50923.724443
636.285494,1000,50943.876901
198.923742,403,50952.111463
642.727674,1000,50973.531956
267.169241,334,50980.315574
588.173788,1000,51001.677467
592.59416,1000,51021.819564
529.454321,697,51035.916582
741.03243,1000,51057.349874
445.954774,565,51068.79223
0,1,51068.914073
640.647512,1000,51090.275443
632.496411,1000,51110.405428
642.632706,1000,51131.886074
693.692565,1000,51151.99838
401.442432,514,51162.414923
587.843823,1000,51183.86623
635.161783,1000,51203.996751
251.886916,307,51210.267669
635.464868,1000,51231.62069
583.349697,1000,51251.731033
229.788367,391,51261.01485
653.017325,1000,51281.176165
654.462501,1000,51302.578656
195.364954,383,51310.342531
-100,1,51310.46425
585.33826,1000,51330.551645
358.333675,444,51340.828464
634.793416,1000,51360.94045
661.934091,1000,51382.381716
583.886982,1000,51402.521771
359.553513,467,51412.008709
762.223295,1000,51433.358633
638.437437,1000,51453.519406
643.170453,1000,51475.010149
577.066593,1000,51495.138828
425.510249,674,51509.966959
631.152439,1000,51530.080921
637.045444,1000,51550.222183
650.287682,1000,51571.572373
631.576789,1000,51591.692628
590.449641,1000,51613.042617
625.19935,1000,51633.154459
666.254627,1000,51654.564961
634.227436,1000,51674.676066
181.083317,283,51681.709796
-100,1,51681.830789
254.293946,318,51688.334852
704.058369,1000,51708.484708
602.495065,1000,51729.907745
634.914982,1000,51750.046861
594.177942,1000,51771.417758
615.065289,1000,51791.578594
624.615684,1000,51812.94049
634.236081,1000,51833.070556
600.673261,1000,51854.452044
641.648609,1000,51874.554572
638.950455,1000,51895.974308
644.888624,1000,51916.125926
268.322054,343,51923.121954
628.890331,1000,51944.491901
695.187895,1000,51964.59403
266.079748,342,51971.573221
277.285298,365,51980.220135
0,1,51980.341689
578.658275,1000,52000.471917
96.898295,207,52004.752809
751.920594,1000,52026.132123
647.556307,1000,52046.256632
639.949681,1000,52067.684718
696.490643,1000,52087.82847
242.645924,296,52093.890514
0,1,52094.034678
704.532113,1000,52115.423431
577.42338,1000,52135.544428
608.453308,1000,52157.034523
261.2624,330,52163.758054
271.969807,361,52171.121445
748.746215,1000,52192.442302
271.066441,351,52199.596322
589.149979,1000,52219.747151
105.493562,213,52224.148624
646.466592,1000,52245.521901
641.370621,1000,52265.681856
644.425733,1000,52287.093479
753.918213,1000,52307.266095
642.593468,1000,52328.706177
700.691692,1000,52348.858081
268.513948,341,52355.790262
0,1,52355.920262
696.45143,1000,52377.341404
591.004146,1000,52397.45419
643.401069,1000,52418.894564
737.888804,1000,52439.034465
762.605812,1000,52460.349325
705.379867,1000,52480.477029
594.532919,1000,52501.849372
735.894969,1000,52521.969907
697.506202,1000,52543.341861
358.205906,543,52554.328948
259.342457,315,52560.808703
0,1,52560.930717
651.245257,1000,52582.310459
646.823307,1000,52602.432798
694.882051,1000,52623.793257
705.108467,1000,52643.974122
594.957449,1000,52665.303681
676.4312,1000,52685.444195
585.79308,1000,52706.77744
583.34593,1000,52726.9583
731.899878,1000,52748.348634
642.87398,1000,52768.470424
643.971916,1000,52789.831394
98.962956,202,52794.045281
592.621924,1000,52814.185377
624.784986,1000,52835.556183
624.372748,1000,52855.715072
461.297593,527,52866.402602
641.305033,1000,52887.813136
707.510847,1000,52907.924511
633.788512,1000,52929.29535
90.43737,193,52933.318437
637.112155,1000,52953.459636
647.810894,1000,52974.850905
644.933263,1000,52994.97303
746.951659,1000,53016.402401
533.366205,893,53034.38312
734.024208,1000,53055.733199
669.395714,1000,53075.874169
589.776218,1000,53097.177962
279.737864,371,53104.717525
591.233766,1000,53124.850668
593.201085,1000,53146.201922
646.103192,1000,53166.322349
641.000855,1000,53187.763772
633.982189,1000,53207.914702
698.81979,1000,53229.37569
672.095301,1000,53249.495259
634.385255,1000,53270.836787
671.123639,1000,53290.970756
587.035443,1000,53312.480548
492.145326,810,53328.790157
588.735645,1000,53350.140079
592.097312,1000,53370.259998
744.680372,1000,53391.750674
748.155785,1000,53411.921776
586.074632,1000,53433.413666
636.741191,1000,53453.556804
604.175141,1000,53475.01595
751.173652,1000,53495.155208
704.385291,1000,53516.475904
721.339198,1000,53536.63831
651.874662,1000,53558.051818
742.995567,1000,53578.211445
585.452116,1000,53599.563935
693.113981,1000,53619.722894
586.225405,1000,53641.064967
752.800216,1000,53661.173804
495.17152,574,53672.779665
721.151415,1000,53694.171066
437.967772,566,53705.647542
772.82867,1000,53727.050225
640.057516,1000,53747.221025
742.488928,1000,53768.660219
674.994515,1000,53788.81201
589.947221,1000,53810.202832
711.609812,1000,53830.343955
639.149062,1000,53851.714224
681.713116,974,53871.296263
749.231326,1000,53892.666684
751.806742,1000,53912.818602
593.878103,1000,53932.969648
751.133388,1000,53954.308277
646.425746,1000,53974.481663
641.166856,1000,53995.922286
257.197257,317,54002.403
0,1,54002.525189
579.248174,660,54015.852308
644.987077,1000,54037.215063
642.883168,1000,54057.325476
749.889791,1000,54078.666762
702.616617,1000,54098.838415
581.608217,1000,54120.235595
680.045556,872,54137.786283
748.802062,1000,54159.169456
737.325632,1000,54179.358352
556.838882,819,54197.169241
698.221069,1000,54217.317947
587.685538,1000,54238.700424
92.169286,196,54242.790504
562.462761,644,54255.780915
651.730906,1000,54277.100302
745.576622,1000,54297.283341
751.649431,1000,54318.692661
659.891077,1000,54338.85506
592.772157,1000,54360.225167
752.25558,1000,54380.356522
743.146549,1000,54400.486199
701.720187,1000,54421.970482
646.617524,1000,54442.067229
673.75857,963,54462.651853
736.191862,1000,54482.759826
699.075421,1000,54504.164145
749.035386,1000,54524.292789
701.311396,1000,54545.605722
597.333641,1000,54565.786235
592.672136,1000,54587.168098
697.478587,1000,54607.297902
645.737367,1000,54628.728633
703.565461,1000,54648.899012
651.773976,1000,54670.222899
272.384242,349,54677.324769
587.301486,1000,54697.476859
589.088436,1000,54718.848812
718.895948,1000,54738.988303
592.255213,1000,54760.479413
747.078506,1000,54780.610864
749.186343,1000,54802.022224
773.034868,1000,54822.194177
695.908122,1000,54843.565074
600.146908,1000,54863.684772
510.957059,588,54876.801394
642.133739,1000,54896.941458
661.861424,1000,54918.254357
593.959733,1000,54938.384865
733.560161,1000,54959.774459
724.990102,1000,54979.917739
600.498907,1000,55001.287011
669.307923,998,55021.389659
0,1,55021.539789
120.371646,277,55027.220933
-100,1,55027.340654
642.182653,1000,55048.74317
70.937597,279,55054.425297
267.836221,344,55061.449589
679.363352,1000,55082.796392
596.132317,1000,55102.909954
590.675439,1000,55123.042144
623.619999,1000,55144.372539
638.885042,1000,55164.492558
655.706238,1000,55185.873058
702.444347,1000,55206.003468
707.85001,1000,55227.466103
746.645127,1000,55247.586592
699.824635,1000,55268.979428
647.468022,1000,55289.129137
643.799121,1000,55310.462601
750.544839,1000,55330.620306
652.130393,1000,55351.984454
704.772214,1000,55372.073127
554.821137,606,55385.57041
630.154202,1000,55405.692968
596.652335,1000,55427.234802
449.455082,717,55441.7313
641.892974,1000,55461.842585
747.437819,1000,55483.29414
707.445411,1000,55503.435139
750.619851,1000,55524.785603
746.011407,1000,55544.886701
653.739923,1000,55566.228416
706.592096,1000,55586.3698
706.220418,1000,55607.798288
586.440686,1000,55627.92929
593.839796,1000,55649.232254
208.25574,387,55657.116832
699.396865,1000,55678.477746
751.855754,1000,55698.59712
674.987843,1000,55718.749162
644.166935,1000,55740.1991
628.584877,1000,55760.362967
696.161233,1000,55781.68257
693.602621,1000,55801.834416
594.160465,1000,55823.245208
593.996877,1000,55843.40638
770.134129,1000,55864.818132
656.709605,1000,55884.977819
691.667393,1000,55906.408523
707.600639,1000,55926.519021
745.634802,992,55947.708688
697.46651,1000,55967.862227
595.849989,1000,55989.212899
588.065286,1000,56009.344772
647.705961,1000,56030.705145
252.387268,315,56037.138064
740.210737,1000,56057.257136
746.117707,1000,56078.770927
698.963773,1000,56098.93065
591.150264,1000,56120.390586
647.051053,1000,56140.552488
726.458108,1000,56162.046696
623.928142,1000,56182.205541
735.908442,1000,56203.505893
688.663454,1000,56223.636787
690.857181,1000,56245.049546
286.46751,372,56252.634139
0,1,56252.753884
641.764865,1000,56274.084813
743.030344,1000,56294.22811
586.524928,1000,56315.605849
647.794304,1000,56335.717349
747.773285,1000,56355.839008
642.240807,1000,56377.188255
599.889779,1000,56397.349562
642.204036,1000,56418.681218
675.247003,1000,56438.802631
693.699776,1000,56460.196037
684.68848,1000,56480.292973
742.919807,1000,56501.636114
267.453928,341,56508.599983
510.38849,865,56526.010668
749.785295,1000,56547.281756
753.368568,1000,56567.402208
607.616408,1000,56588.872151
644.236514,1000,56609.231647
689.42028,1000,56630.62499
743.172383,1000,56650.733026
746.09061,1000,56672.065335
595.272912,1000,56692.204911
587.890038,1000,56713.39322
652.240357,1000,56733.483569
643.722927,1000,56754.81407
746.264359,1000,56774.942468
699.154504,914,56794.51281
0,1,56794.644206
694.923848,1000,56814.783266
703.376972,1000,56836.043188
641.660582,1000,56856.165308
637.343463,1000,56877.423755
697.520824,1000,56897.5528
700.883092,1000,56918.834508
690.13079,1000,56938.933662
594.241767,934,56958.851327
0,1,56959.001792
589.080366,1000,56979.122105
742.997784,1000,57000.391682
591.293679,1000,57020.511388
539.470389,706,57034.817479
0,1,57034.93767
580.693477,1000,57056.206616
680.996255,1000,57076.336143
694.328165,903,57095.675756
0,1,57095.794317
637.826014,1000,57115.925419
699.55222,1000,57137.19617
694.363917,1000,57157.316052
634.644249,1000,57178.517501
636.747053,1000,57198.645408
596.828762,1000,57219.897064
698.693716,1000,57240.005639
645.817944,1000,57261.583424
690.693483,1000,57281.633951
692.306709,1000,57303.036182
688.003909,1000,57323.13527
663.408197,1000,57344.3859
699.218035,1000,57364.525264
736.913304,1000,57385.765688
745.288983,1000,57405.905634
580.07938,1000,57427.145881
586.333936,1000,57447.284616
616.680647,749,57463.482628
642.44947,1000,57483.582234
617.193753,829,57500.248788
0,1,57500.380839
690.566637,1000,57521.640296
591.165626,1000,57541.74996
693.256362,1000,57562.999304
585.878236,1000,57583.138774
637.261002,1000,57604.370676
328.957406,478,57614.064937
744.715752,1000,57635.314153
590.596193,1000,57655.44418
654.34708,1000,57676.776079
714.362628,945,57695.845723
747.823549,1000,57717.1545
569.925642,726,57731.82152
0,1,57731.952343
691.101459,1000,57752.091251
746.587321,1000,57773.380255
679.743356,1000,57793.540519
591.572726,1000,57814.739332
640.307577,1000,57834.868724
699.20437,1000,57856.169392
