#{"t_start": 1648261826.6046648, "env_id": "HummingbirdHoverTaskEnvPPO-v2"}
r,l,t
703.345887,1000,15552.318613
627.86818,981,15573.268054
416.46566,642,15586.226371
496.020014,795,15602.285196
0,1,15602.415351
31.86797,138,15605.317714
588.345948,682,15620.403303
630.859272,993,15640.427326
0,1,15640.546592
17.295045,150,15643.689667
-100,1,15643.818687
181.256816,293,15649.801244
686.80399,981,15670.793088
0,1,15670.905331
501.169066,678,15684.609466
462.510042,528,15696.536741
744.438739,1000,15716.676121
301.840877,515,15727.122127
-100,1,15727.242825
477.596606,657,15741.790288
208.146688,411,15750.156503
547.645695,820,15766.71488
649.341444,921,15786.485888
0,1,15786.615116
483.52729,734,15801.412218
363.479261,597,15813.470297
578.158781,863,15832.02943
-100,1,15832.141092
561.705044,629,15844.854668
639.724507,1000,15866.206396
685.431839,1000,15886.33966
242.558113,393,15894.302564
647.131656,997,15915.663418
637.00863,1000,15935.775704
570.036349,812,15953.393201
688.90449,1000,15973.553894
22.998518,125,15976.15586
701.400955,1000,15997.567606
51.763251,165,16000.990215
642.790478,899,16019.119323
741.668171,1000,16040.491982
229.073643,451,16049.678788
356.986013,706,16063.964524
542.463152,897,16083.274308
471.65064,719,16097.790063
284.050289,563,16109.167193
528.180573,825,16127.00741
0,1,16127.118734
33.480532,135,16129.989341
490.878374,888,16147.877836
490.008689,592,16159.873179
0,1,16159.984994
288.074279,518,16171.710634
609.057089,900,16189.841307
-100,1,16189.969758
364.055712,537,16200.857164
384.270321,671,16215.614575
541.9123,889,16233.534563
606.206492,948,16253.855953
0,1,16253.973782
162.35877,271,16259.556077
290.05425,392,16267.531908
456.061926,813,16283.910791
-100,1,16284.031
20.756016,160,16287.371395
687.911579,1000,16308.745822
747.08791,1000,16328.854289
563.314197,953,16349.294939
0,1,16349.405929
30.493393,132,16352.175855
416.1347,641,16365.145139
0,1,16365.296056
511.917413,713,16381.010876
450.889739,803,16397.21864
-100,1,16397.340894
329.071577,593,16409.326429
753.264349,1000,16430.700848
204.073804,416,16439.135258
645.18567,1000,16459.243728
460.957161,531,16471.249352
0,1,16471.3783
556.205538,887,16489.251172
638.27223,1000,16510.681015
746.866406,1000,16530.832628
260.064429,319,16537.367284
424.766732,661,16551.993008
353.646705,419,16560.517685
0,1,16560.636636
646.117469,1000,16580.758843
584.683342,676,16595.636378
752.544118,1000,16615.807219
547.936844,783,16631.616691
686.158489,1000,16653.07675
76.50046,197,16657.137924
693.769303,1000,16678.558779
690.657065,1000,16698.700781
648.984387,1000,16720.113103
451.870909,506,16730.385629
0,1,16730.495817
545.036412,594,16742.501839
530.880692,891,16761.733221
632.069643,1000,16781.882903
763.915121,1000,16802.014741
607.913248,719,16817.714002
498.245687,701,16831.879415
591.449042,1000,16853.248548
590.546472,1000,16873.38237
441.419704,499,16883.487714
0,1,16883.617474
593.844661,1000,16904.999796
685.967009,1000,16925.160258
7.903964,122,16927.730679
684.211007,1000,16949.104018
745.409208,1000,16969.246556
225.089614,456,16979.718824
194.37504,398,16987.815256
310.955753,638,17000.722294
624.032381,974,17021.572491
591.217751,879,17039.252262
365.605653,741,17054.221646
-100,1,17054.339894
757.634345,1000,17075.722551
591.309516,1000,17095.89088
495.110431,705,17111.391249
687.409789,1000,17131.502842
591.188226,1000,17152.87302
617.138558,936,17171.692708
587.59133,1000,17193.036448
608.411596,899,17211.135242
-100,1,17211.245406
683.054759,1000,17232.585209
689.432909,1000,17252.738007
535.025822,970,17273.53715
-100,1,17273.666463
690.986654,1000,17293.769177
584.878011,1000,17315.130835
743.3669,1000,17335.269102
556.720084,841,17352.271685
632.660104,1000,17373.601673
591.662133,1000,17393.791394
532.819373,769,17410.542848
748.994845,1000,17430.690532
645.157665,1000,17452.023288
743.906293,1000,17472.162324
758.766034,1000,17493.504783
549.194784,606,17505.780075
182.226183,373,17513.364213
-100,1,17513.496809
677.304846,1000,17534.965812
552.030008,887,17552.81666
-100,1,17552.927936
283.744706,376,17560.572635
557.519711,832,17578.569124
0,1,17578.689688
596.768688,1000,17598.830392
336.350556,482,17608.606528
684.141619,1000,17629.95761
58.205614,171,17633.489001
-100,1,17633.598539
448.555756,796,17649.64787
-100,1,17649.757782
384.009876,670,17664.49566
693.260363,1000,17684.586188
369.3529,759,17701.115929
397.050529,499,17711.213803
440.343056,490,17721.155721
417.261973,639,17734.074169
0,1,17734.20425
760.859717,1000,17755.514779
743.065401,1000,17775.624521
562.078686,622,17789.492702
694.629773,1000,17809.602835
573.059397,735,17825.710485
639.74345,1000,17845.861189
456.926788,922,17864.421058
335.116476,480,17875.426681
692.388525,1000,17895.549276
309.975789,591,17907.475578
692.675822,1000,17928.834058
548.18053,603,17940.993107
264.68389,332,17947.746238
556.50641,622,17961.573516
0,1,17961.694601
281.182192,544,17972.738534
429.096683,760,17988.090852
584.758365,1000,18009.44779
465.589394,836,18026.297363
642.812154,1000,18047.661211
283.18209,570,18059.205341
-100,1,18059.357067
481.708888,571,18070.923555
401.023067,505,18082.386344
749.353615,1000,18102.518561
739.598341,1000,18123.887892
590.016936,1000,18144.061655
31.281451,141,18146.993765
684.838823,999,18168.334085
389.704847,490,18178.249239
593.489814,1000,18198.380687
644.437733,1000,18219.712716
432.654117,750,18234.830404
-100,1,18234.969634
590.407648,1000,18256.300937
559.719299,624,18268.917352
642.63392,1000,18289.058716
636.466678,1000,18310.481053
693.03182,1000,18330.640141
520.11665,648,18344.948054
477.373915,770,18360.508172
-100,1,18360.626722
688.438066,1000,18382.016498
530.113561,881,18399.764644
742.983953,1000,18421.126505
636.55807,1000,18441.230084
685.456433,1000,18461.37105
449.512263,511,18473.025915
357.203857,616,18485.484422
687.887498,1000,18506.873447
683.447307,1000,18527.018054
228.33822,459,18536.360945
295.641902,482,18546.136769
598.883271,883,18565.175109
549.179746,929,18583.895977
634.021944,1000,18605.247496
596.749654,900,18623.397296
-100,1,18623.530308
450.850256,597,18636.833741
341.684393,663,18650.253015
744.75791,1000,18670.442673
691.048639,1000,18691.834177
485.399415,672,18705.360864
684.697848,1000,18726.771957
597.772032,1000,18746.883634
389.323712,684,18761.982381
690.861292,1000,18782.141922
368.882618,748,18797.230162
583.091504,995,18818.441895
254.190097,516,18828.915751
684.793506,1000,18850.294327
741.972977,1000,18870.437796
591.59598,1000,18891.860679
386.490812,569,18903.347826
759.440744,1000,18923.507571
303.323299,592,18936.704949
685.511118,1000,18956.814572
747.026795,1000,18978.157556
151.091439,350,18985.261941
596.371765,1000,19005.374517
269.157126,351,19012.514522
0,1,19012.632601
268.606639,541,19024.763202
-100,1,19024.88244
354.602846,596,19036.929044
407.420146,789,19052.805651
743.169992,1000,19074.301716
589.753973,1000,19094.45041
53.872882,164,19097.881721
-100,1,19098.001039
486.787199,967,19118.702752
745.406693,1000,19138.833308
312.444619,626,19152.679595
647.465304,1000,19172.801458
454.153195,520,19183.395967
585.529055,1000,19204.807062
341.58963,588,19216.692476
737.769442,1000,19238.135044
589.036239,1000,19258.238364
258.418339,319,19264.758356
661.752552,830,19282.791609
561.776685,836,19299.666558
-100,1,19299.788323
451.527787,825,19317.698179
262.274644,332,19324.481589
650.962174,1000,19344.612472
317.974682,451,19353.767682
0,1,19353.886836
256.47875,316,19361.571059
685.164299,1000,19381.693218
751.969435,1000,19403.0722
684.065655,1000,19423.214279
690.655868,1000,19444.585356
688.360121,1000,19464.72539
644.662318,1000,19486.144772
584.572827,1000,19506.25062
545.775692,800,19522.386861
596.018527,1000,19543.787888
645.664094,1000,19563.93034
309.261427,515,19575.645972
693.9997,1000,19595.765224
743.889949,1000,19617.197554
589.68866,686,19631.041602
493.882345,779,19646.791809
-100,1,19646.922105
411.463284,684,19661.949609
-100,1,19662.05981
11.840772,131,19664.791508
275.286767,359,19672.105834
0,1,19672.236663
694.61683,1000,19692.368586
688.75248,1000,19713.747437
740.192617,1000,19733.889197
473.803297,755,19750.318178
93.000761,198,19754.417198
746.172121,1000,19774.541471
532.919967,676,19789.418216
688.442556,1000,19809.569472
696.250483,1000,19830.9004
550.077693,617,19843.397031
687.915544,1000,19863.539435
70.866296,173,19867.10215
650.734212,1000,19888.492957
530.939166,771,19904.039916
262.200886,336,19912.134151
645.616153,1000,19932.284672
735.884292,1000,19952.376912
88.955667,191,19957.537355
567.570369,644,19970.556075
0,1,19970.674898
326.397058,559,19981.970302
647.498331,1000,20003.354374
402.042724,702,20017.550246
-100,1,20017.656515
537.901637,882,20035.429057
695.321608,1000,20056.811563
355.100555,505,20066.99501
-100,1,20067.14818
574.612508,1000,20088.608419
366.745751,624,20101.184562
646.873024,1000,20121.337109
575.252098,658,20135.870971
688.31232,1000,20155.986068
601.018814,1000,20177.408327
439.050058,685,20191.243237
-100,1,20191.359838
749.701178,1000,20212.774831
394.262224,501,20222.929129
286.52002,380,20230.674149
428.484856,497,20240.78067
0,1,20240.899858
357.537057,641,20255.177871
-100,1,20255.296516
397.354015,572,20266.862829
314.716993,532,20277.617826
396.334138,595,20289.646623
358.981179,418,20299.328575
560.160504,935,20318.170198
562.813179,813,20334.548589
288.174574,601,20347.886613
746.762611,1000,20368.00854
646.993648,1000,20389.377995
393.95638,595,20401.424596
742.270787,1000,20421.523534
644.443375,1000,20442.867377
562.059093,823,20459.506364
407.580341,701,20474.846776
41.458345,179,20478.625593
580.131199,1000,20498.768511
591.396459,1000,20520.198835
381.438164,662,20533.53726
-100,1,20533.696791
490.750006,578,20545.380562
0,1,20545.502503
298.683694,420,20555.227609
550.108945,911,20573.585314
-100,1,20573.696553
331.212532,482,20583.512227
589.488324,1000,20604.882509
597.18778,1000,20624.984079
684.996458,1000,20646.39649
334.459088,627,20659.132231
543.975863,1000,20680.513418
586.69923,1000,20700.662449
363.903153,491,20710.639255
468.114817,927,20730.599515
751.720379,1000,20750.702338
701.68669,1000,20772.061724
344.171763,607,20784.348758
366.325548,546,20795.406069
387.258623,608,20808.94114
662.380695,1000,20829.09425
634.954546,1000,20850.482468
200.174677,259,20855.766425
586.115147,1000,20875.876993
625.566317,977,20896.78972
493.013852,602,20908.964586
286.234025,370,20916.53811
0,1,20916.656805
593.188086,1000,20938.001099
555.758355,923,20956.629828
301.426362,380,20964.383028
393.518221,507,20974.67087
250.296355,428,20984.61463
470.491426,754,20999.843607
221.136956,435,21008.687485
-100,1,21008.831058
592.179603,1000,21030.298054
736.283189,1000,21050.403482
584.432932,1000,21071.791363
437.758256,779,21087.509235
-100,1,21087.661189
350.922544,724,21102.276376
48.636307,171,21107.088608
406.791169,679,21120.816767
-100,1,21120.926467
391.311491,798,21137.013773
-100,1,21137.136631
383.526641,499,21148.492154
212.338839,425,21157.176875
-100,1,21157.308938
336.527757,491,21167.280892
686.256461,1000,21187.441471
655.791614,1000,21208.764606
412.680716,729,21223.441025
-100,1,21223.571496
310.62533,500,21234.936962
362.976831,483,21244.704324
128.59881,238,21249.626065
716.849744,1000,21269.775869
498.712991,603,21283.244701
0,1,21283.375336
383.399107,663,21296.760981
190.333149,401,21304.913969
-100,1,21305.035739
331.739645,567,21316.498934
650.0208,949,21336.842351
388.517744,717,21351.328055
-100,1,21351.437611
516.511293,892,21370.689312
404.981341,642,21383.68626
494.093294,556,21394.961892
0,1,21395.082549
98.178423,214,21399.496452
353.821724,455,21409.940322
597.534714,702,21424.137184
0,1,21424.256591
353.378345,547,21435.333079
308.269134,590,21448.521666
460.651682,554,21459.745972
0,1,21459.897241
-30.283212,71,21461.457262
-100,1,21461.568262
357.782377,438,21470.47281
451.931949,894,21488.513076
697.46904,1000,21509.893782
280.474173,378,21517.610006
319.072956,536,21528.474011
589.977297,1000,21549.854294
429.507778,668,21563.380691
264.800288,343,21570.346067
324.873249,542,21582.591631
695.16591,1000,21602.693372
258.446276,339,21609.584845
333.698709,534,21621.641837
-100,1,21621.773652
337.402558,482,21631.550704
693.408753,1000,21651.710213
363.941167,631,21665.675539
273.436081,404,21673.920004
-100,1,21674.030329
287.790516,501,21684.16539
-100,1,21684.287756
366.520836,652,21697.523567
289.556996,575,21710.400167
687.814765,1000,21730.542472
583.312497,1000,21751.858987
704.909382,1000,21771.98991
340.753039,525,21782.619877
423.912726,654,21797.087138
-100,1,21797.23523
468.603763,808,21813.473946
589.526194,1000,21834.816926
737.874607,1000,21854.967787
549.713901,655,21868.225023
522.217814,636,21882.301764
0,1,21882.431512
378.083962,652,21895.630446
-100,1,21895.760707
366.20922,635,21908.645607
-100,1,21908.765753
343.336046,482,21919.762575
581.777771,1000,21939.90242
746.394475,1000,21961.325644
472.753884,759,21976.661302
336.784253,573,21988.227485
555.894622,1000,22009.56189
689.611892,1000,22029.691958
730.295142,1000,22051.051141
580.859479,679,22064.75694
480.763826,866,22082.207923
-100,1,22082.336629
252.496941,322,22090.161744
0,1,22090.271913
465.583214,595,22102.300611
401.875917,633,22115.105665
580.414925,1000,22136.49735
318.182519,533,22147.263597
361.457692,618,22159.759166
-100,1,22159.90724
660.38266,1000,22181.32158
655.570391,1000,22201.460962
532.591875,903,22220.941475
689.833841,1000,22241.092539
729.83651,1000,22262.475286
733.121492,1000,22282.58179
451.466901,731,22297.325217
562.846673,722,22313.089459
560.789351,672,22326.64589
652.952072,1000,22347.981
355.410562,587,22359.864192
590.39337,1000,22380.007256
566.83667,1000,22401.368179
349.713783,592,22413.344983
614.78446,838,22431.523693
676.876522,1000,22451.684405
543.89598,698,22465.791978
0,1,22465.902282
645.743215,1000,22487.305151
606.628232,803,22503.481741
673.515262,876,22522.333236
692.054921,1000,22542.482837
660.663743,1000,22563.813433
343.201328,593,22575.820512
503.973063,705,22590.077742
584.558083,1000,22611.408716
689.594832,1000,22631.531661
514.760229,645,22645.796023
643.694598,1000,22665.908658
686.69105,1000,22687.330374
307.602445,525,22697.957201
406.443328,707,22712.243233
-100,1,22712.366305
636.506389,1000,22733.754996
545.601872,624,22746.382853
747.895642,1000,22766.53414
742.523344,1000,22787.865013
510.75824,890,22805.825637
559.206925,956,22826.317486
0,1,22826.445478
712.407167,958,22845.736607
0,1,22845.857261
274.494084,352,22854.288782
491.461766,814,22870.697427
0,1,22870.816713
360.08047,645,22883.867242
399.720532,554,22896.301787
437.192354,725,22910.890401
679.329354,1000,22931.033422
340.36236,678,22945.960219
-100,1,22946.078843
561.64355,905,22964.318796
356.048902,598,22976.398447
464.069451,848,22994.733437
-100,1,22994.845205
467.921632,659,23008.161941
0,1,23008.283337
396.372858,629,23021.008858
-100,1,23021.127687
605.2963,873,23039.949785
313.545405,549,23051.024261
661.282396,1000,23072.404941
741.21148,1000,23092.535628
380.029852,688,23106.43308
346.272408,489,23117.616893
352.791429,440,23126.524324
0,1,23126.643439
490.635475,814,23143.054993
462.253756,531,23155.027425
0,1,23155.147364
739.190947,1000,23175.289859
717.648195,920,23195.080025
538.33104,920,23213.622462
592.229138,1000,23233.760353
125.914041,272,23240.592766
590.768499,1000,23260.735341
347.123896,668,23274.212308
267.510738,348,23282.537554
0,1,23282.668575
581.971353,1000,23302.799437
617.916765,1000,23324.248611
404.727752,839,23341.169167
583.492469,1000,23361.347705
203.830534,370,23370.05184
684.489135,1000,23390.205867
741.203479,1000,23411.633951
490.738753,795,23427.643921
647.165112,1000,23447.806437
483.526995,577,23460.74074
487.19182,792,23476.748945
0,1,23476.868667
637.875379,894,23496.088405
597.160069,1000,23516.260039
371.659192,740,23531.178071
448.084082,708,23546.72544
250.548929,445,23555.802437
-100,1,23555.932336
528.062217,984,23575.752766
661.700774,1000,23597.09284
388.503705,542,23608.06764
-100,1,23608.201043
572.424118,955,23628.689509
608.441406,960,23648.010542
696.431413,1000,23669.330395
307.430949,497,23679.376794
639.462439,1000,23699.528296
309.059305,492,23710.76363
330.792767,569,23722.317967
737.506972,1000,23742.442327
147.443312,298,23749.794059
659.497604,1000,23769.905652
279.57821,358,23777.189807
0,1,23777.320731
279.16996,517,23787.793597
595.750512,929,23807.726647
0,1,23807.866618
652.345902,1000,23828.007663
417.159458,546,23840.3541
0,1,23840.484053
575.068132,948,23859.573699
453.050352,732,23874.351583
0,1,23874.481877
305.89047,476,23885.417545
601.383007,900,23903.537402
0,1,23903.668172
665.398846,1000,23925.050254
623.140501,1000,23945.21171
582.737518,1000,23966.601757
470.723152,620,23979.149167
649.410027,1000,23999.247205
718.166482,1000,24020.640082
629.689885,1000,24040.79006
397.210836,570,24053.616877
0,1,24053.767277
245.580486,320,24060.309355
0,1,24060.428854
561.481679,882,24078.210557
0,1,24078.361834
413.340636,521,24090.246526
188.090282,378,24097.931363
501.799819,730,24112.649658
436.908443,549,24123.75492
640.120618,1000,24145.104329
719.027065,956,24164.37828
511.773563,758,24181.037123
0,1,24181.165856
186.516929,349,24188.268497
340.081991,612,24200.646578
570.880473,896,24219.857293
581.029829,945,24238.885724
733.530835,1000,24259.049557
444.266892,697,24274.374764
521.912947,654,24287.600623
303.083842,421,24296.157326
0,1,24296.267331
576.086179,885,24315.315828
373.260251,764,24330.724552
-100,1,24330.846895
408.625641,544,24341.871024
0,1,24341.978227
598.623087,732,24357.98905
520.015516,604,24370.226273
353.935279,476,24379.903051
673.702562,1000,24401.27399
587.391164,686,24415.121406
0,1,24415.252263
419.904456,632,24428.077101
418.047456,651,24442.49584
0,1,24442.625543
572.562059,943,24461.634188
188.470562,357,24468.910307
267.339784,342,24477.163643
744.350787,1000,24497.313354
414.890546,555,24508.542242
259.152031,563,24521.197018
552.614709,932,24540.007004
201.112985,387,24547.902536
709.81271,930,24567.831188
0,1,24567.951305
33.644097,193,24571.943321
-100,1,24572.074783
575.827158,889,24589.983051
474.738207,579,24603.058303
556.581881,714,24617.469676
632.736464,1000,24637.617206
614.106663,982,24658.649926
497.603461,598,24670.726527
524.243496,817,24688.483491
315.859419,426,24697.130794
313.785514,436,24705.994499
0,1,24706.112436
443.341203,598,24718.222934
546.605431,808,24735.722215
411.336665,635,24748.55762
591.096973,688,24762.425048
701.389667,902,24781.806124
668.121104,1000,24801.955262
593.843406,1000,24823.370152
642.621136,1000,24843.54971
332.081468,463,24852.924402
0,1,24853.035378
336.562884,444,24863.217607
0,1,24863.329745
530.972802,790,24879.316432
465.358535,732,24894.106368
198.858665,370,24902.850001
280.49094,371,24910.402168
0,1,24910.525231
528.679866,1000,24930.665306
207.680256,376,24938.349261
221.415999,390,24947.462877
192.824248,360,24954.816694
-100,1,24954.934857
204.361377,371,24962.480637
510.754606,773,24978.110031
162.735287,321,24984.665427
244.171818,419,24994.349696
225.510293,428,25003.011523
213.028504,392,25010.965215
196.494317,368,25018.43121
-100,1,25018.541947
190.829213,358,25025.825044
-100,1,25025.942103
193.532569,365,25034.65907
223.120366,390,25042.573087
197.360321,371,25050.146795
-100,1,25050.268303
621.04668,1000,25070.379633
613.917924,1000,25091.780492
610.065604,1000,25111.890259
306.603258,452,25122.305443
637.75218,1000,25142.468534
615.437618,742,25158.617105
467.413282,553,25169.822675
0,1,25169.941407
369.388103,769,25185.459747
370.061061,494,25195.465907
316.971567,493,25206.654014
376.300847,488,25216.519703
370.21349,482,25226.283482
172.883285,347,25233.346407
450.610371,599,25246.682832
201.587335,370,25254.198418
527.813,788,25270.106499
549.330994,917,25289.805554
318.012037,436,25298.650332
0,1,25298.803251
491.539463,706,25313.098031
0,1,25313.216271
503.412509,791,25330.41719
0,1,25330.537586
512.542275,860,25347.875992
622.848184,1000,25367.987433
390.518137,517,25379.64326
0,1,25379.773858
487.579257,958,25399.065655
478.833334,772,25415.841793
195.706106,368,25423.358496
561.356695,968,25442.837285
594.075498,962,25463.488653
0,1,25463.618641
569.203026,871,25481.169342
448.430192,711,25495.52564
157.022569,299,25502.969834
-100,1,25503.089185
612.63745,1000,25523.211662
158.113129,314,25529.597341
516.484099,838,25547.703726
580.559162,1000,25567.817058
657.013183,1000,25589.276397
662.181501,1000,25609.37686
642.723781,1000,25630.747927
210.186079,447,25639.801944
686.443529,1000,25659.943813
436.321268,639,25674.248947
666.235787,1000,25694.370499
628.639929,1000,25715.781618
656.928961,1000,25735.963847
643.84925,1000,25757.324803
303.048029,502,25767.519921
471.815268,769,25783.04659
480.079421,775,25799.928253
702.383901,1000,25820.068058
627.446137,788,25835.936036
713.177766,1000,25857.378074
650.880144,909,25875.738808
588.123422,932,25895.686054
0,1,25895.817472
128.794096,206,25900.06236
0,1,25900.191269
659.132171,964,25919.621495
0,1,25919.754743
653.096747,1000,25941.243504
654.93769,1000,25961.383608
640.788973,958,25981.922891
689.356748,1000,26002.085363
467.642423,738,26018.264056
-100,1,26018.395401
314.544952,484,26028.198956
697.545962,1000,26048.328178
563.9519,875,26067.136672
221.567132,391,26075.114597
205.188902,396,26083.155596
481.953703,700,26098.526579
0,1,26098.676401
459.115961,709,26113.005867
0,1,26113.134367
592.418067,1000,26133.282853
742.653909,1000,26154.676306
596.530516,1000,26174.816242
289.683869,361,26183.423001
0,1,26183.55249
661.723232,1000,26203.682064
562.050042,950,26224.082769
675.494318,1000,26244.20496
318.992579,446,26253.289857
0,1,26253.418613
612.465745,1000,26274.78036
649.92559,1000,26294.881483
493.760195,798,26312.179473
0,1,26312.302535
470.670461,587,26324.167145
0,1,26324.286938
695.452782,1000,26344.417574
663.364836,1000,26365.788824
232.081974,408,26374.053909
65.523446,209,26378.384679
615.364832,1000,26399.82678
606.723161,930,26418.56558
516.355488,658,26431.913947
0,1,26432.045765
683.769654,1000,26453.385008
474.626113,765,26468.822963
0,1,26468.974169
509.580527,894,26488.233931
597.14972,1000,26508.374047
736.776065,1000,26529.714643
608.297585,1000,26549.843977
358.610758,628,26562.533216
380.467225,526,26574.432027
0,1,26574.581121
695.423597,1000,26594.720211
595.250681,1000,26616.173262
349.595557,574,26627.778994
507.231606,828,26644.5107
629.960268,1000,26665.937862
639.675068,954,26685.150038
591.031009,1000,26706.561928
588.239954,1000,26726.712453
748.830039,1000,26748.102982
311.18464,428,26756.779413
742.184545,1000,26778.130085
634.523891,1000,26798.278573
563.272134,971,26817.840427
560.65102,936,26837.921284
534.226092,863,26855.329693
642.405587,1000,26876.681613
750.478198,1000,26896.850066
690.523151,1000,26918.281381
607.76799,978,26937.982119
506.132051,826,26955.934411
575.026285,677,26969.621009
593.408303,1000,26991.060505
708.432226,1000,27011.200239
692.200357,1000,27032.57492
464.76318,549,27043.717267
0,1,27043.837088
600.039125,1000,27063.981281
578.211789,663,27078.655958
692.708525,992,27098.65736
287.151769,501,27108.801939
566.353846,931,27128.813466
662.837573,1000,27148.952003
649.339144,1000,27170.375563
574.902716,953,27189.577264
363.852366,510,27199.921339
0,1,27200.051809
441.636117,816,27217.779775
588.277605,1000,27237.93043
692.402524,1000,27259.321933
643.102716,985,27279.173831
749.384186,1000,27300.575052
590.565649,1000,27320.724887
588.856896,1000,27342.117355
650.528449,1000,27362.240056
596.838575,980,27383.150395
-100,1,27383.281672
320.291339,433,27392.124105
507.318109,909,27410.442823
-100,1,27410.560923
693.069497,1000,27431.944315
630.926315,1000,27452.065702
690.779933,1000,27473.446581
608.469694,1000,27493.557666
580.793844,924,27513.419659
602.056894,1000,27533.570888
601.569293,1000,27554.914056
643.414355,1000,27575.091817
652.591466,1000,27596.443935
706.405339,1000,27616.583395
502.022956,854,27635.054224
599.314891,1000,27655.153445
378.917209,677,27668.802063
771.196503,1000,27690.154394
694.597041,1000,27710.265355
496.466708,586,27723.282252
630.797905,979,27743.010654
395.934392,673,27757.878383
516.210627,653,27771.04491
0,1,27771.176511
643.729559,1000,27791.297148
618.055512,957,27811.82858
606.505792,765,27827.29774
698.72987,1000,27848.677917
730.45996,1000,27868.832613
301.413332,411,27877.193832
0,1,27877.32526
645.23694,1000,27898.656103
689.994839,1000,27918.82698
425.650522,539,27930.930735
657.03486,1000,27951.085229
512.4036,839,27969.201762
-100,1,27969.332295
710.422629,1000,27989.473688
743.918299,1000,28010.865241
699.439417,1000,28030.977272
601.579183,1000,28051.068292
394.361659,548,28063.393961
-100,1,28063.513342
694.141818,1000,28083.634923
652.092322,1000,28105.006536
744.122817,1000,28125.098279
664.29022,1000,28146.498132
424.937692,648,28159.55494
647.885078,956,28178.84498
620.917464,1000,28200.218532
105.496731,259,28205.540886
541.26505,890,28224.759967
0,1,28224.87958
735.463221,1000,28245.01054
577.002842,873,28262.601197
588.570558,1000,28283.994598
666.473842,1000,28304.145051
629.715996,1000,28325.553763
606.739224,843,28342.522259
470.058294,771,28359.361538
274.093248,363,28366.72748
499.41733,769,28382.256338
360.187763,435,28391.107547
0,1,28391.250427
630.392767,1000,28412.579014
623.301958,1000,28432.72126
514.979494,592,28445.89778
414.116629,578,28457.594456
470.484071,635,28470.433209
0,1,28470.573385
710.510285,1000,28491.90395
463.157686,659,28505.262156
544.268849,692,28519.249435
0,1,28519.378688
348.619892,451,28529.775802
624.632394,1000,28549.92362
452.895658,573,28561.519419
747.070516,1000,28582.842304
97.003876,199,28586.931857
-100,1,28587.052449
503.543072,977,28607.965049
-100,1,28608.083842
363.676275,539,28619.002718
402.990692,505,28629.237193
606.043557,1000,28650.588444
728.967142,1000,28670.688819
698.579939,1000,28690.799198
662.234533,1000,28712.129375
653.910432,1000,28732.251644
669.234436,1000,28753.614089
236.298834,422,28762.186841
662.534739,1000,28783.549283
594.007167,1000,28803.71989
620.667109,1000,28825.05161
625.766691,1000,28845.231459
420.894464,573,28856.847605
282.549513,359,28865.474414
522.493335,819,28882.030441
616.079373,1000,28902.131543
180.162195,412,28911.726857
606.025714,1000,28931.876913
624.528303,1000,28953.290707
610.49289,1000,28973.421269
335.174914,421,28981.953897
584.014065,1000,29003.365034
293.505293,520,29013.892846
239.272225,431,29022.657664
186.340283,365,29030.061596
225.117071,399,29039.395417
-100,1,29039.516675
543.356855,788,29055.412621
626.405922,1000,29076.767654
268.27413,341,29083.720885
107.449161,209,29088.032987
269.174631,457,29097.296482
439.170661,688,29111.220464
216.920123,402,29120.649128
244.962931,428,29129.343203
372.379786,551,29140.510614
669.753812,1000,29161.91042
504.614694,870,29179.481124
340.420424,485,29189.315566
0,1,29189.436008
461.328788,643,29203.64242
415.9903,540,29214.548641
0,1,29214.669636
350.62536,454,29223.88326
355.180126,497,29233.969857
0,1,29234.121285
321.889166,438,29243.013622
683.373439,985,29264.083413
0,1,29264.213176
59.837621,241,29269.176842
-100,1,29269.287197
445.685083,685,29283.165717
0,1,29283.296156
65.220819,255,29289.737473
455.640992,588,29301.626024
328.312284,465,29311.058633
744.038534,1000,29332.460857
620.096208,1000,29352.572829
291.703334,375,29360.214395
649.813721,1000,29381.566512
578.42685,1000,29401.70837
414.914522,582,29413.483908
739.203858,1000,29434.896569
636.790105,1000,29455.025706
346.765021,471,29465.911476
357.935953,466,29475.338274
233.219222,458,29484.654158
336.876717,424,29493.248418
615.345602,1000,29514.649402
358.655327,470,29524.162931
0,1,29524.285814
638.400773,1000,29545.642982
286.868198,373,29553.21727
659.087352,1000,29573.349552
685.741325,1000,29594.640228
273.824453,470,29604.177345
606.205955,1000,29624.298127
656.599928,1000,29645.697564
81.132316,316,29652.111912
325.641907,396,29660.186207
726.720828,1000,29681.665368
339.039035,476,29691.330381
661.934981,1000,29711.441742
208.026404,403,29720.847807
368.537763,462,29730.241936
274.856804,346,29737.305993
598.406631,1000,29758.705315
643.319593,1000,29778.817895
689.506653,1000,29798.970359
64.862163,181,29803.920889
-100,1,29804.050502
226.749702,348,29811.154686
668.578266,1000,29831.315405
584.985382,1000,29852.705663
700.595359,1000,29872.807396
674.762514,1000,29894.221535
515.168495,761,29909.586784
630.725414,1000,29930.929107
349.776281,737,29945.807547
633.734788,1000,29965.917258
549.279257,1000,29987.206806
328.279161,541,29998.125274
659.691334,1000,30019.516431
259.37388,448,30028.580559
297.392164,390,30036.505771
139.245666,356,30043.758671
293.291316,378,30051.493499
212.030695,383,30060.528821
-100,1,30060.638898
601.984971,1000,30080.758035
