#{"t_start": 1646376119.036609, "env_id": "HummingbirdHoverTaskEnvPPO-v3"}
r,l,t
512.759615,1000,7384.526703
521.984953,1000,7405.830163
589.728204,1000,7425.947078
523.472508,1000,7447.41111
524.406433,1000,7467.519791
532.858037,1000,7488.990758
547.989022,1000,7509.081969
544.860671,1000,7530.413494
519.012762,1000,7550.564966
543.410966,1000,7572.014551
520.436007,1000,7592.122657
561.040726,1000,7613.516498
579.166301,1000,7633.606795
591.066039,1000,7655.03768
590.222903,1000,7675.147384
571.084524,1000,7696.520002
544.632334,1000,7716.639952
553.54479,1000,7737.999772
534.122789,1000,7758.130068
561.591842,1000,7779.470222
603.27112,1000,7799.592022
620.209428,1000,7820.91231
540.150126,1000,7841.013906
526.146499,1000,7862.36185
575.112819,1000,7882.493923
578.805533,1000,7902.566041
532.351217,1000,7923.945347
509.421015,1000,7944.087203
552.069383,1000,7965.486279
551.540557,1000,7985.609658
609.879955,1000,8006.969919
604.757793,1000,8027.129991
555.477596,1000,8048.479778
548.534826,1000,8068.610577
535.570211,1000,8090.182043
524.916426,1000,8110.285316
577.147541,1000,8131.624478
542.07779,1000,8151.692886
561.093116,1000,8173.055342
534.064044,1000,8193.1947
515.304621,1000,8214.617432
512.140503,1000,8234.769049
545.473346,1000,8256.148528
507.725231,1000,8276.259911
513.095285,1000,8297.570405
534.282649,1000,8317.680907
507.7355,1000,8339.080863
515.982235,1000,8359.184
540.805011,1000,8380.551402
571.000489,1000,8400.662724
589.227481,1000,8422.005793
574.523786,1000,8442.175996
579.567085,1000,8463.63692
534.807414,1000,8483.755959
564.869296,1000,8505.217355
511.327627,1000,8525.408631
529.913467,1000,8546.827973
557.972008,1000,8566.988945
558.246793,1000,8588.450651
558.281384,1000,8608.590466
568.005596,1000,8629.972498
564.621094,1000,8650.081848
548.292931,1000,8671.462773
556.399941,1000,8691.606744
603.14924,1000,8713.163607
575.560037,1000,8733.287404
582.678217,1000,8754.695987
551.391975,1000,8774.806757
556.739868,1000,8794.918776
541.095229,1000,8816.238567
554.163919,1000,8836.339241
577.034766,1000,8857.73115
551.218352,1000,8877.861297
543.445926,1000,8899.303462
556.950544,1000,8919.453143
537.506021,1000,8940.993093
574.979143,1000,8961.151647
507.412993,1000,8982.52482
519.505792,1000,9002.646833
544.394454,1000,9024.017666
586.180456,1000,9044.127565
557.994333,1000,9065.508633
614.180251,1000,9085.627245
519.11494,1000,9107.059896
550.19518,1000,9127.16049
550.631463,1000,9148.580565
562.509012,1000,9168.713109
602.010764,1000,9190.081436
633.795567,1000,9210.223264
609.721078,1000,9231.693892
562.163479,1000,9251.836157
571.204781,1000,9273.274339
547.481487,1000,9293.435633
631.866085,1000,9314.787941
548.533963,1000,9334.908511
593.531472,1000,9356.218721
546.682313,1000,9376.34099
633.766,1000,9397.710995
544.633389,1000,9417.813014
614.779265,1000,9439.271166
523.503712,1000,9459.383408
575.633962,1000,9480.673038
587.642902,1000,9500.77424
522.665289,1000,9522.184419
609.264056,1000,9542.305782
627.286658,1000,9563.777276
627.177368,1000,9583.897646
623.723028,1000,9605.368378
672.841607,1000,9625.489283
604.716089,1000,9646.97977
570.701432,1000,9667.070786
624.195582,1000,9687.221835
651.194556,1000,9708.602585
550.667696,1000,9728.694113
594.772157,1000,9750.016367
563.721004,1000,9770.116813
598.172637,1000,9791.495226
576.219618,1000,9811.600285
696.913344,1000,9833.08029
672.918092,1000,9853.17912
629.894535,1000,9874.609495
608.839627,1000,9894.72133
618.76772,1000,9916.072336
642.33757,1000,9936.200619
627.335031,1000,9957.543132
662.878748,1000,9977.65489
581.735075,1000,9998.966693
598.883825,1000,10019.097159
734.948276,1000,10040.50674
708.939646,1000,10060.660447
672.906386,1000,10082.029231
648.210779,1000,10102.151302
655.429173,1000,10123.488955
602.276152,1000,10143.571653
659.288543,1000,10165.001016
732.899062,1000,10185.104296
604.717366,1000,10206.472911
703.203583,1000,10226.584669
622.330451,1000,10247.944969
672.785724,1000,10268.036932
729.93314,1000,10289.40828
669.438889,1000,10309.50801
754.495104,1000,10330.830806
680.855667,1000,10350.930959
609.695637,1000,10372.302873
721.973586,1000,10392.421817
808.03851,1000,10413.81283
669.451231,1000,10433.930628
865.543424,1000,10455.302572
614.336408,1000,10475.433473
790.048435,1000,10496.764394
634.823758,1000,10516.923863
689.399921,1000,10538.395408
669.466853,1000,10558.495984
752.50714,1000,10578.6185
704.969686,1000,10599.988408
726.001074,1000,10620.088329
640.927027,1000,10641.489568
710.503211,1000,10661.591564
726.50519,1000,10682.931401
687.452589,1000,10703.020839
749.440555,1000,10724.361887
792.571909,1000,10744.444525
784.536398,1000,10765.853033
719.890859,1000,10785.962483
741.020466,1000,10807.40436
651.918907,1000,10827.525494
767.043192,1000,10848.875651
731.519866,1000,10868.978104
736.981699,1000,10890.285887
686.476036,1000,10910.398226
682.930346,1000,10931.738358
748.487224,1000,10951.85173
849.603239,1000,10973.281964
777.525796,1000,10993.402411
810.093757,1000,11014.731974
687.340749,1000,11034.854425
722.888042,1000,11056.295588
821.391912,1000,11076.405175
908.570062,1000,11097.836553
801.521459,1000,11118.015068
746.474267,1000,11139.366782
845.594465,1000,11159.489028
787.940418,1000,11180.88735
720.435085,1000,11200.988388
882.082051,1000,11222.340858
828.510835,1000,11242.468899
772.519797,1000,11263.832665
836.073832,1000,11283.942242
816.027114,1000,11305.353154
826.544404,1000,11325.512885
807.064131,1000,11346.92529
912.57208,1000,11367.054029
745.482702,1000,11388.425724
771.495573,1000,11408.5281
814.516591,1000,11428.617794
218.244286,420,11438.384515
-100,1,11438.52545
795.067383,1000,11458.624369
873.107318,1000,11479.914492
733.488498,1000,11500.055043
770.528955,1000,11521.417123
816.035288,1000,11541.50863
828.109717,1000,11563.056817
783.534214,1000,11583.159966
807.030728,1000,11604.530834
741.976046,1000,11624.631212
792.538379,1000,11646.04138
870.636815,1000,11666.142558
812.630007,1000,11687.483783
848.083,1000,11707.589925
902.668384,1000,11729.025066
972.737892,1000,11749.144032
924.695577,1000,11770.524018
830.031399,1000,11790.627746
842.609187,1000,11810.767379
838.011432,1000,11832.149394
893.604272,1000,11852.269756
855.618225,1000,11873.839969
857.659144,1000,11893.95238
867.124934,1000,11915.333156
799.553869,1000,11935.451189
880.113406,1000,11956.791716
700.468258,1000,11976.925387
904.128611,1000,11998.306265
942.175336,1000,12018.42584
920.131195,1000,12039.928056
943.217879,1000,12060.050674
934.146507,1000,12081.368194
969.671943,1000,12101.509958
861.617579,1000,12122.840692
954.702997,1000,12142.970137
936.732011,1000,12164.311059
855.107861,1000,12184.413095
942.181,1000,12205.80275
936.715887,1000,12225.935805
944.718518,1000,12247.477716
941.165045,1000,12267.575867
857.07569,1000,12288.948014
875.087739,1000,12309.077216
898.64754,1000,12330.487575
947.691844,1000,12350.599383
894.171667,1000,12371.980362
909.62974,1000,12392.119766
931.108599,1000,12413.510028
950.651321,1000,12433.632143
947.685661,1000,12455.112666
938.577143,1000,12475.240673
945.654787,1000,12496.652797
921.171025,1000,12516.795176
882.603472,1000,12538.155527
971.143339,1000,12558.308001
470.095523,651,12571.444747
-100,1,12571.574712
950.623079,1000,12592.904552
930.687848,1000,12613.02487
350.616318,536,12625.1132
-100,1,12625.232757
965.131128,1000,12645.351784
829.831376,1000,12666.723641
900.979652,1000,12686.835524
936.602457,1000,12708.153029
948.640748,1000,12728.255705
978.637102,1000,12749.656465
853.989442,1000,12769.777397
971.242364,1000,12791.096215
930.581807,1000,12811.208644
985.692848,1000,12832.739086
959.709249,1000,12852.851344
968.736049,1000,12872.970508
944.643226,1000,12894.329615
989.668778,1000,12914.42249
999.288672,1000,12935.831484
935.643368,1000,12955.933126
944.715554,1000,12977.293753
939.546478,1000,12997.426801
843.192008,1000,13018.785227
986.121101,1000,13038.906681
915.624851,1000,13060.308495
929.647755,1000,13080.417844
932.673659,1000,13101.788664
892.12165,1000,13121.910789
986.718362,1000,13143.239982
931.628149,1000,13163.341574
967.228105,1000,13184.682297
976.687176,1000,13204.783801
970.73376,1000,13226.112735
964.188724,1000,13246.202557
999.291897,1000,13267.566459
928.720559,1000,13287.675492
958.247281,1000,13309.018642
903.121964,1000,13329.178508
993.21553,1000,13350.628909
967.64755,1000,13370.75842
958.686505,1000,13392.130675
971.653734,1000,13412.22169
953.635157,1000,13433.54313
908.622921,1000,13453.642325
898.6298,1000,13475.13438
968.700461,1000,13495.237087
909.543779,1000,13516.596741
836.756955,1000,13536.727116
882.090665,1000,13558.059195
981.198666,1000,13578.177929
882.039728,1000,13599.640694
919.693119,1000,13619.781652
968.715994,1000,13641.230352
960.720366,1000,13661.343285
999.185307,1000,13682.731115
964.18791,1000,13702.833932
982.240967,1000,13724.323359
957.68402,1000,13744.435023
971.195442,1000,13764.555534
990.649932,1000,13785.958191
999.180541,1000,13806.056869
999.272516,1000,13827.477124
967.673627,1000,13847.56876
956.666824,1000,13868.959008
984.242464,1000,13889.048212
954.186053,1000,13910.40137
999.297561,1000,13930.539558
977.136115,1000,13951.911106
958.134153,1000,13972.01115
965.145339,1000,13993.54186
925.138552,1000,14013.643176
987.262538,1000,14034.983919
997.750499,1000,14055.113951
981.742641,1000,14076.445714
982.214986,1000,14096.597725
979.237701,1000,14118.038753
968.247762,1000,14138.209351
987.759,1000,14159.570241
987.730003,1000,14179.65841
983.74943,1000,14201.070852
878.644625,1000,14221.221337
944.705297,1000,14242.582883
949.206388,1000,14262.704518
970.710418,1000,14284.072368
954.18166,1000,14304.164495
983.217461,1000,14325.496395
891.596145,1000,14345.576741
919.15385,1000,14366.906188
969.19474,1000,14387.016898
953.719164,1000,14408.369617
959.217225,1000,14428.477806
966.234757,1000,14449.848887
988.772678,1000,14469.990324
976.70898,1000,14491.400851
896.593077,1000,14511.511875
985.794084,1000,14533.081271
946.571758,1000,14553.21471
964.653506,1000,14574.644231
908.082298,1000,14594.755197
919.545858,1000,14616.166161
972.70563,1000,14636.258159
814.658237,1000,14656.367571
958.173033,1000,14677.730114
925.067654,1000,14697.860425
957.619849,1000,14719.260638
841.274636,1000,14739.401883
971.744886,1000,14760.712493
329.876612,471,14770.208873
968.668204,1000,14791.669157
958.155394,1000,14811.766793
984.18299,1000,14833.168576
962.650104,1000,14853.280691
74.195805,273,14858.872277
-100,1,14858.971675
910.146863,1000,14880.294655
940.129144,1000,14900.406107
930.134104,1000,14922.016718
847.811808,1000,14942.14713
948.659607,1000,14963.537756
979.717395,1000,14983.6568
980.620475,1000,15004.987585
915.05293,1000,15025.092794
931.614852,1000,15046.490942
985.665862,1000,15066.581462
966.186651,1000,15087.91169
981.767905,1000,15107.99306
979.759532,1000,15129.494382
963.669153,1000,15149.645514
963.761971,1000,15171.004439
995.751634,1000,15191.145972
965.135509,1000,15212.716193
977.700879,1000,15232.850242
983.742357,1000,15254.18744
987.220527,1000,15274.298403
973.713447,1000,15294.399568
961.18549,1000,15315.733164
957.158681,1000,15335.851777
969.722804,1000,15357.193844
993.22166,1000,15377.285043
973.649693,1000,15398.71465
990.686077,1000,15418.794547
984.286523,1000,15440.135777
969.758561,1000,15460.267224
946.184838,1000,15481.65705
951.246027,1000,15501.750054
964.720524,1000,15523.191898
988.778839,1000,15543.301994
999.269938,1000,15564.642855
988.773591,1000,15584.762525
991.740338,1000,15606.282816
994.837187,1000,15626.405342
999.278427,1000,15647.834599
993.806464,1000,15667.936659
973.744736,1000,15689.337874
976.287556,1000,15709.436195
999.294908,1000,15730.819537
986.240596,1000,15750.92967
982.261117,1000,15772.329486
995.254368,1000,15792.440549
999.266124,1000,15813.892359
989.778604,1000,15834.033286
999.269033,1000,15855.394598
967.235363,1000,15875.55421
990.73026,1000,15896.906292
979.286728,1000,15917.025861
999.29723,1000,15938.336407
999.287263,1000,15958.439205
990.741067,1000,15979.868918
988.248562,1000,15999.998492
977.124925,1000,16021.298942
980.718593,1000,16041.398974
971.259484,1000,16062.800733
940.09333,1000,16082.921912
990.259845,1000,16104.251005
837.996663,1000,16124.382903
961.17721,1000,16145.751599
998.760146,1000,16165.844736
989.232229,1000,16185.975893
974.274581,1000,16207.457013
994.692119,1000,16227.57616
989.629717,1000,16249.078059
890.626646,1000,16269.208965
987.089657,1000,16290.590652
907.161726,1000,16310.700786
917.630119,1000,16332.23091
920.553892,1000,16352.35252
954.604932,1000,16373.672911
935.122927,1000,16393.793214
932.111991,1000,16415.134669
867.579983,1000,16435.244691
942.220803,1000,16456.605937
881.105717,1000,16476.6959
931.137531,1000,16498.076407
943.666335,1000,16518.198289
976.692813,1000,16539.560057
877.087405,1000,16559.689129
999.227094,1000,16581.141775
952.155308,1000,16601.260501
999.282506,1000,16622.722874
999.297006,1000,16642.842703
999.256594,1000,16664.302318
999.19983,1000,16684.44491
986.807151,1000,16705.856375
999.320153,1000,16725.975682
994.772723,1000,16747.33568
999.268652,1000,16767.417104
999.296954,1000,16788.788739
999.283659,1000,16808.87956
982.678423,1000,16830.340939
995.225291,1000,16850.510128
996.262346,1000,16872.031001
977.765644,1000,16892.162859
990.275684,1000,16913.714068
999.298953,1000,16933.832546
996.723293,1000,16955.223428
999.290882,1000,16975.325132
971.724823,1000,16996.824417
986.800021,1000,17016.955499
983.23652,1000,17038.345575
990.777742,1000,17058.476374
994.236952,1000,17078.580915
969.740772,1000,17100.029703
999.290447,1000,17120.113463
988.746807,1000,17141.47113
914.107525,1000,17161.573435
987.232918,1000,17182.95262
977.707342,1000,17203.053674
982.66507,1000,17224.416316
960.636958,1000,17244.545073
993.720693,1000,17265.916534
965.163048,1000,17286.055565
946.185304,1000,17307.385123
967.676238,1000,17327.518463
999.274491,1000,17348.9396
999.210221,1000,17369.060472
587.183411,780,17386.019373
-100,1,17386.15017
939.683964,1000,17406.247553
948.696702,1000,17427.669482
952.657582,1000,17447.751019
929.649238,1000,17469.142015
861.089881,1000,17489.262282
979.202535,1000,17510.653306
995.254098,1000,17530.784938
958.690418,1000,17552.164974
975.22569,1000,17572.325195
999.249401,1000,17593.756656
974.671028,1000,17613.908648
964.175085,1000,17635.227371
994.788615,1000,17655.329645
992.686409,1000,17676.66016
960.684541,1000,17696.821508
969.238946,1000,17718.211242
986.233781,1000,17738.312709
970.711355,1000,17758.452312
981.700442,1000,17779.772358
968.714978,1000,17799.893741
979.707522,1000,17821.265861
969.57846,1000,17841.365135
954.667066,1000,17862.806375
982.764923,1000,17882.916861
951.096396,1000,17904.217631
990.764366,1000,17924.339803
989.206418,1000,17945.808643
999.286077,1000,17965.899413
999.19843,1000,17987.260735
977.245485,1000,18007.400108
956.124236,1000,18028.712058
999.277197,1000,18048.841887
990.766306,1000,18070.223793
999.235451,1000,18090.333931
955.139238,1000,18111.705404
999.209564,1000,18131.827058
934.433955,1000,18153.206885
990.700585,1000,18173.317737
999.261489,1000,18194.717992
999.142926,1000,18214.849193
999.24092,1000,18236.312035
999.194778,1000,18256.421441
997.635368,1000,18277.870837
963.998603,1000,18297.962571
999.181368,1000,18319.363919
988.067428,1000,18339.513182
965.633919,1000,18360.875175
999.274465,1000,18380.977331
991.229149,1000,18402.325333
995.17561,1000,18422.444453
977.675018,1000,18443.856
998.196143,1000,18463.996952
991.694679,1000,18485.379358
996.226554,1000,18505.47959
999.21353,1000,18526.850927
999.223561,1000,18546.951431
974.623975,1000,18568.280246
999.205839,1000,18588.392103
980.651515,1000,18609.842786
999.308671,1000,18629.943568
999.275877,1000,18650.064642
986.240183,1000,18671.377712
987.198066,1000,18691.526329
999.283439,1000,18712.936752
992.714207,1000,18733.029674
989.698129,1000,18754.438858
999.218514,1000,18774.55981
999.254204,1000,18795.900375
970.695371,1000,18816.011931
999.193566,1000,18837.493822
999.277353,1000,18857.653769
999.264483,1000,18879.005657
992.240627,1000,18899.105945
966.680714,1000,18920.486556
960.661896,1000,18940.606536
900.498695,1000,18962.077724
925.099312,1000,18982.218575
987.171959,1000,19003.557803
956.164266,1000,19023.68904
989.185899,1000,19045.021017
928.111919,1000,19065.141465
986.686461,1000,19086.590875
811.271323,991,19106.532696
939.156862,1000,19127.91225
925.561748,1000,19148.023842
965.637796,1000,19169.354025
942.628137,1000,19189.456266
958.129248,1000,19210.946053
953.058826,1000,19231.066271
955.039994,1000,19252.391089
999.17874,1000,19272.499196
974.159699,1000,19293.979699
999.216228,1000,19314.101142
943.065475,1000,19335.479978
945.578431,1000,19355.584186
988.687266,1000,19376.944097
999.183382,1000,19397.044392
997.175799,1000,19418.436536
956.136046,1000,19438.596801
999.149041,1000,19460.125681
995.65278,1000,19480.236407
999.170355,1000,19500.337858
999.163983,1000,19521.676126
999.177686,1000,19541.810436
995.126836,1000,19563.153203
958.011363,1000,19583.320357
353.406955,473,19594.125131
-40.399381,113,19596.497779
983.034162,1000,19616.678132
994.128432,1000,19638.000855
976.098209,1000,19658.160576
984.619053,1000,19679.559583
995.658505,1000,19699.688873
999.176719,1000,19721.040614
995.133325,1000,19741.173827
813.013556,935,19761.271991
-100,1,19761.40192
969.605496,1000,19781.522628
997.173327,1000,19802.87543
982.551737,1000,19823.004864
999.188065,1000,19844.335463
995.129176,1000,19864.487144
999.149078,1000,19885.987349
981.091861,1000,19906.087521
966.168863,1000,19927.466373
986.658234,1000,19947.601621
999.236974,1000,19967.720197
999.198806,1000,19989.253077
999.230059,1000,20009.393039
999.264728,1000,20030.854654
994.685962,1000,20050.953096
985.636225,1000,20072.385475
990.726827,1000,20092.496212
999.254182,1000,20113.857224
994.623611,1000,20133.956479
979.142252,1000,20155.297836
999.151611,1000,20175.429834
986.192456,1000,20196.808073
925.067953,1000,20216.939296
999.278626,1000,20238.30073
999.172344,1000,20258.401591
978.491442,1000,20279.782734
994.14879,1000,20299.893177
999.226338,1000,20321.324361
987.157711,1000,20341.44528
993.624855,1000,20362.802954
989.959543,1000,20382.916288
995.644478,1000,20404.257634
983.04785,1000,20424.357913
993.641025,1000,20445.768639
983.055289,1000,20465.878738
990.554324,1000,20487.301796
7.581472,165,20490.731929
-100,1,20490.862466
118.432181,264,20496.233857
-100,1,20496.344768
974.99264,1000,20516.436271
983.559702,1000,20537.757056
959.484135,1000,20557.866731
-19.403768,124,20560.469435
-16.254623,108,20562.730201
-100,1,20562.880676
988.602253,1000,20584.218418
10.091818,149,20587.312387
-37.8136,101,20589.443741
-100,1,20589.555084
951.06864,1000,20611.094568
736.764997,937,20629.933811
990.092926,1000,20651.276747
930.513448,1000,20671.395635
792.877004,949,20690.505926
-100,1,20690.627466
950.014834,1000,20711.938441
967.006365,1000,20732.047388
-2.293595,118,20735.921023
-100,1,20736.04019
976.546641,1000,20756.139806
999.223249,1000,20777.549239
947.992778,1000,20797.640434
999.131979,1000,20817.752623
988.628477,1000,20839.144858
997.178331,1000,20859.242185
976.700795,1000,20880.616158
993.172146,1000,20900.754902
990.12834,1000,20922.196979
999.122786,1000,20942.308302
992.609418,1000,20963.808981
990.184518,1000,20983.910234
986.177708,1000,21005.330511
999.148768,1000,21025.449085
985.693716,1000,21046.790525
999.142836,1000,21066.881762
984.597845,1000,21088.21477
999.28038,1000,21108.35582
940.611309,1000,21129.833536
999.160959,1000,21149.965049
982.172212,1000,21171.485932
999.229999,1000,21191.597296
994.200588,1000,21212.938796
994.236787,1000,21232.99831
994.744086,1000,21254.372695
979.142109,1000,21274.520454
996.214372,1000,21296.009176
973.1386,1000,21316.133174
999.278026,1000,21337.622686
999.214277,1000,21357.722405
995.747846,1000,21379.026859
999.295067,1000,21399.155659
999.242132,1000,21420.524044
987.208733,1000,21440.636377
999.258053,1000,21461.977134
991.212582,1000,21482.107249
995.722433,1000,21503.529282
969.251754,1000,21523.651026
999.322359,1000,21545.010009
978.180512,1000,21565.099936
999.195909,1000,21586.412506
953.191995,1000,21606.533187
967.674927,1000,21627.912663
990.231533,1000,21648.023444
334.685647,509,21658.289319
-100,1,21658.407825
959.0731,1000,21679.872053
992.737297,1000,21699.990396
999.261014,1000,21721.320319
992.738363,1000,21741.401648
946.148504,1000,21762.903336
963.643182,1000,21783.003407
992.735356,1000,21804.425195
984.175276,1000,21824.58478
999.218696,1000,21845.964416
975.120932,1000,21866.067152
988.164643,1000,21887.416625
999.253774,1000,21907.509202
999.26455,1000,21928.959544
999.260319,1000,21949.06005
979.634472,1000,21970.471673
990.704302,1000,21990.621261
992.739332,1000,22011.972745
984.653085,1000,22032.102497
999.182153,1000,22053.424627
999.214047,1000,22073.554643
995.717515,1000,22094.92609
999.189117,1000,22115.068018
966.196068,1000,22135.218874
999.208643,1000,22156.601016
999.187538,1000,22176.719422
994.675255,1000,22198.220635
998.176196,1000,22218.321902
987.70842,1000,22239.753155
980.115355,1000,22259.852308
999.225239,1000,22281.211905
999.215157,1000,22301.352571
948.582928,1000,22322.766635
972.666398,1000,22342.885971
956.080875,1000,22364.358075
998.719578,1000,22384.469678
989.667246,1000,22405.879088
999.23871,1000,22425.978683
992.218472,1000,22447.46909
987.701853,1000,22467.571497
983.221387,1000,22488.941465
999.218909,1000,22509.05363
935.432385,1000,22530.393199
983.152521,1000,22550.53708
996.150616,1000,22571.926657
975.627948,1000,22592.046427
982.660878,1000,22613.40544
999.194575,1000,22633.55689
979.57327,1000,22655.018274
999.214779,1000,22675.149916
999.189756,1000,22696.600186
42.302498,244,22701.592449
-100,1,22701.701571
946.058964,1000,22721.831279
993.625865,1000,22743.223119
943.093777,1000,22763.335631
999.226059,1000,22784.737903
937.03196,1000,22804.837363
999.252555,1000,22826.327046
996.742038,1000,22846.446196
991.644043,1000,22867.809306
979.241933,1000,22887.928187
974.156398,1000,22909.299277
999.195781,1000,22929.4122
999.117222,1000,22950.900162
934.518158,1000,22971.012919
980.655578,1000,22992.404193
970.053894,1000,23012.534388
913.994783,1000,23033.973514
963.077801,1000,23054.086343
880.373609,1000,23075.435021
508.915563,698,23089.483462
-100,1,23089.604624
931.064632,1000,23109.734632
949.450846,1000,23131.08572
998.152873,1000,23151.225186
980.14282,1000,23172.716883
999.210412,1000,23192.818482
993.622577,1000,23214.268903
968.112121,1000,23234.407997
986.656633,1000,23255.929963
982.076017,1000,23275.980742
999.220408,1000,23297.363044
985.632545,1000,23317.480628
866.354426,1000,23338.774447
998.203694,1000,23358.873104
975.596167,1000,23380.295424
999.184721,1000,23400.433792
995.227426,1000,23421.867475
999.235043,1000,23441.967008
999.181844,1000,23463.297446
10.953488,174,23466.880447
947.067972,1000,23487.040874
999.206989,1000,23508.341221
994.168625,1000,23528.482997
989.195347,1000,23549.873571
999.233336,1000,23570.012713
831.296182,978,23591.14505
-100,1,23591.26545
995.138272,1000,23611.355079
999.145996,1000,23632.847303
999.172564,1000,23652.94439
947.537035,1000,23674.297386
999.24397,1000,23694.407729
991.134986,1000,23715.749948
976.629185,1000,23735.849267
999.246377,1000,23757.229019
999.277591,1000,23777.359164
956.951493,1000,23798.710701
990.654279,1000,23818.841177
994.733239,1000,23840.343146
999.18067,1000,23860.432861
999.265836,1000,23881.792969
924.998185,1000,23901.894549
998.208009,1000,23923.255717
981.68037,1000,23943.346599
986.700857,1000,23964.65662
999.26202,1000,23984.747362
995.09379,1000,24004.869111
999.231638,1000,24026.2202
982.260113,1000,24046.371697
999.309901,1000,24067.70045
999.187446,1000,24087.831491
992.16589,1000,24109.335024
999.212868,1000,24129.452445
999.297746,1000,24150.812502
991.720368,1000,24170.915184
976.687206,1000,24192.436751
995.266939,1000,24212.556961
996.687967,1000,24234.087991
999.280252,1000,24254.198733
995.147789,1000,24275.709126
991.765717,1000,24295.800192
974.685214,1000,24317.221448
980.703206,1000,24337.363428
992.674826,1000,24358.693071
990.17922,1000,24378.822456
994.243694,1000,24400.224785
983.155256,1000,24420.345493
991.731823,1000,24441.724387
961.621781,1000,24461.849315
999.222563,1000,24483.36863
999.206092,1000,24503.489206
989.697656,1000,24524.888781
999.233097,1000,24544.989119
999.220041,1000,24566.342424
999.221614,1000,24586.471581
996.699586,1000,24607.863646
985.71878,1000,24627.992771
995.150853,1000,24649.344319
999.225775,1000,24669.433628
995.669784,1000,24690.786089
999.225766,1000,24710.906914
975.683001,1000,24732.257821
997.731481,1000,24752.359999
999.242575,1000,24773.727749
993.700743,1000,24793.830389
999.257975,1000,24815.36209
999.212203,1000,24835.49193
999.216428,1000,24856.832677
999.234363,1000,24876.9339
999.238615,1000,24897.055535
999.222893,1000,24918.547457
999.267831,1000,24938.645387
999.202891,1000,24960.01704
999.190456,1000,24980.117721
999.228699,1000,25001.516957
986.6354,1000,25021.62809
985.1643,1000,25043.01098
999.183162,1000,25063.152615
992.741075,1000,25084.661578
976.11963,1000,25104.7613
981.654857,1000,25126.244685
999.213262,1000,25146.353803
997.686078,1000,25167.673829
997.69277,1000,25187.794753
978.141592,1000,25209.205373
987.221042,1000,25229.336852
990.699782,1000,25250.78679
989.67122,1000,25270.929192
999.251805,1000,25292.298069
999.219565,1000,25312.428633
994.197252,1000,25333.840993
999.203748,1000,25353.952109
993.231227,1000,25375.362189
994.176391,1000,25395.4723
998.226397,1000,25417.003322
999.187003,1000,25437.114053
988.116871,1000,25458.494943
975.175739,1000,25478.615673
999.144348,1000,25500.074814
963.633757,1000,25520.215833
960.064645,1000,25541.649178
993.179777,1000,25561.729609
972.09697,1000,25583.281072
993.158451,1000,25603.392152
999.201913,1000,25624.722276
989.656832,1000,25644.853194
999.168226,1000,25666.222117
999.230525,1000,25686.324555
971.208284,1000,25707.814441
991.220111,1000,25727.913671
968.163311,1000,25748.034993
989.201838,1000,25769.416584
999.101077,1000,25789.546102
969.689065,1000,25810.87777
983.602999,1000,25831.017397
995.655567,1000,25852.508079
965.640332,1000,25872.616983
967.715295,1000,25894.010501
999.169133,1000,25914.151554
999.239839,1000,25935.492762
997.201374,1000,25955.573461
990.151703,1000,25976.983324
987.153449,1000,25997.094172
978.197861,1000,26018.515517
996.137322,1000,26038.635029
990.69994,1000,26059.996431
988.716802,1000,26080.095881
976.208336,1000,26101.407103
997.64013,1000,26121.508756
990.714394,1000,26142.868953
973.16352,1000,26162.988577
994.696087,1000,26184.371511
987.711652,1000,26204.472098
981.211266,1000,26225.872736
999.224764,1000,26245.974492
988.77621,1000,26267.33486
983.232509,1000,26287.423295
999.227754,1000,26308.765761
978.186967,1000,26328.925092
968.657303,1000,26350.26699
974.690196,1000,26370.426024
973.186419,1000,26391.818427
999.221134,1000,26411.917754
996.714856,1000,26433.350049
999.22808,1000,26453.450123
999.222104,1000,26474.791674
996.252993,1000,26494.880848
998.240193,1000,26516.332469
999.258446,1000,26536.464279
999.227869,1000,26557.814817
999.269584,1000,26577.925839
998.740634,1000,26599.273618
983.227266,1000,26619.385969
998.736545,1000,26639.496753
999.248606,1000,26660.876531
993.737644,1000,26680.987208
999.263468,1000,26702.507558
999.203296,1000,26722.618319
989.736614,1000,26743.899532
999.251949,1000,26764.000716
999.247867,1000,26785.412996
988.74838,1000,26805.560995
999.230205,1000,26827.003967
999.270103,1000,26847.143181
999.26264,1000,26868.501652
999.271698,1000,26888.603616
999.318379,1000,26909.986028
999.276412,1000,26930.125196
999.225687,1000,26951.525407
999.255066,1000,26971.655772
999.232421,1000,26992.968001
992.66674,1000,27013.090424
999.223735,1000,27034.420789
999.267949,1000,27054.500406
999.260602,1000,27075.89954
999.225976,1000,27096.014347
987.801871,1000,27117.422743
999.256653,1000,27137.554444
999.262506,1000,27158.865889
999.253562,1000,27178.995544
999.235662,1000,27200.354067
984.768037,1000,27220.465888
976.18037,1000,27241.829117
999.27349,1000,27261.915982
992.754308,1000,27283.328755
999.286383,1000,27303.419064
999.23801,1000,27324.75158
999.257782,1000,27344.870978
978.264314,1000,27366.311299
996.813014,1000,27386.402422
972.281827,1000,27407.804112
999.328618,1000,27427.93324
999.309456,1000,27449.234915
999.234674,1000,27469.355181
985.716828,1000,27490.785802
999.319501,1000,27510.90493
999.250391,1000,27531.028549
