#{"t_start": 1646376119.036609, "env_id": "HummingbirdHoverTaskEnvPPO-v3"}
r,l,t
0,1,1077.244551
35.167758,62,1078.565123
32.651297,60,1079.90638
0,1,1080.026545
38.659151,66,1081.438029
0,1,1081.547648
43.627431,78,1083.197574
0,1,1083.308415
47.109185,83,1085.059226
0,1,1085.189155
37.12465,67,1086.619127
0,1,1086.728868
36.187683,63,1088.081049
36.650759,65,1089.492364
0,1,1089.603859
41.610489,74,1091.203392
0,1,1091.333405
37.603138,66,1092.743706
0,1,1092.865352
34.651624,62,1094.224673
0,1,1094.344443
40.649466,70,1095.833121
41.069384,76,1097.477287
0,1,1097.606718
33.171936,61,1098.956454
0,1,1099.086208
37.628563,68,1100.567611
37.176587,65,1101.967087
0,1,1102.079664
35.663321,64,1103.47948
0,1,1103.589776
43.11389,76,1105.189487
0,1,1105.306131
36.662219,64,1107.940488
0,1,1108.069916
40.148373,70,1109.559573
0,1,1109.679722
31.667194,61,1111.031106
0,1,1111.151639
41.11574,74,1112.763464
0,1,1112.863834
40.115607,73,1114.455014
0,1,1114.594728
43.59453,76,1116.204405
0,1,1116.336792
46.591846,81,1118.04645
0,1,1118.167828
41.646083,72,1119.698503
46.047027,82,1121.445962
37.054475,70,1122.979252
34.191057,61,1124.299911
28.694254,55,1125.540909
0,1,1125.690323
37.663059,66,1127.097799
0,1,1127.241161
39.577505,72,1128.760318
37.152113,67,1130.201064
0,1,1130.309109
38.621357,71,1131.84389
37.624816,70,1133.372823
35.11849,65,1134.78314
0,1,1134.903552
42.608334,75,1136.485495
0,1,1136.595829
44.554788,80,1138.317863
0,1,1138.438053
36.175417,65,1139.857416
38.090526,72,1141.408567
0,1,1141.509528
37.627079,68,1142.997837
0,1,1143.116418
40.109304,73,1144.660621
41.639315,72,1146.199605
32.161473,59,1147.480604
34.66848,61,1148.790721
0,1,1148.922159
39.657842,70,1150.440884
0,1,1150.592928
38.170124,67,1152.024785
34.681682,62,1154.682908
45.05946,82,1156.406298
51.473722,91,1158.34595
38.127431,69,1159.828094
0,1,1159.959375
33.13136,63,1161.359411
0,1,1161.459538
34.684234,62,1162.788608
0,1,1162.940834
42.114173,73,1164.488368
0,1,1164.610647
45.085215,80,1166.290424
0,1,1166.432068
40.619815,71,1167.960938
0,1,1168.08123
37.64097,66,1169.523561
35.157382,65,1170.924789
37.136777,69,1172.454401
0,1,1172.571779
36.634848,67,1173.993931
0,1,1174.104676
38.649506,69,1175.606374
0,1,1175.72691
40.613275,72,1177.256177
0,1,1177.365909
35.64323,67,1178.796791
0,1,1178.926963
45.560446,82,1180.690438
0,1,1180.820088
36.623738,66,1182.229187
41.599054,74,1183.820153
35.161094,65,1185.261141
0,1,1185.390026
41.529514,76,1187.031138
39.616739,70,1188.531894
44.044267,79,1190.204699
0,1,1190.324704
39.596607,72,1191.923174
35.160158,65,1193.323956
43.12368,76,1194.977727
0,1,1195.095852
43.587551,80,1196.787392
38.124806,67,1198.217256
0,1,1198.357952
40.61112,74,1199.926324
0,1,1200.05088
40.131031,71,1202.869148
39.577667,74,1204.469791
38.618127,71,1206.009961
0,1,1206.133053
41.096438,75,1207.721435
0,1,1207.84325
45.598189,79,1209.543039
0,1,1209.655886
37.612239,70,1211.213306
52.868434,99,1213.334208
0,1,1213.465236
42.082319,80,1215.186217
38.126665,71,1216.746036
0,1,1216.868618
50.005185,93,1218.818044
40.095954,72,1220.377987
0,1,1220.530005
43.524091,80,1222.219103
0,1,1222.339611
34.144116,61,1223.650633
0,1,1223.760353
44.093692,78,1225.40207
0,1,1225.533849
37.633177,68,1227.021875
0,1,1227.15293
38.108038,70,1228.673543
0,1,1228.784561
38.641097,66,1230.221626
42.586434,76,1231.832887
0,1,1231.943602
39.618124,70,1233.434107
47.543017,83,1235.225557
0,1,1235.324504
45.0566,82,1237.046705
44.580706,81,1238.767286
0,1,1238.887478
37.626669,68,1240.3402
41.60181,75,1241.959451
0,1,1242.080047
39.619768,72,1243.601096
43.598016,78,1245.260801
45.629302,79,1246.950858
0,1,1247.049142
33.112311,65,1249.712391
32.167623,63,1251.105304
0,1,1251.224345
39.634471,71,1252.766259
37.641459,68,1254.236018
44.604219,81,1255.968978
0,1,1256.106409
46.080639,83,1257.857586
0,1,1257.967177
43.123824,77,1259.639474
0,1,1259.7616
49.577577,88,1261.609865
40.592614,74,1263.201416
0,1,1263.312401
41.104101,77,1264.980603
46.545478,84,1266.751357
0,1,1266.858795
39.619647,70,1268.392205
35.619078,66,1269.844542
0,1,1269.955264
46.018255,86,1271.80549
42.090238,77,1273.445225
30.165746,58,1274.727376
0,1,1274.856067
45.470701,86,1276.697815
39.663766,70,1278.209952
50.043245,90,1280.13881
0,1,1280.261868
38.05217,71,1281.810818
54.426404,101,1283.939539
0,1,1284.052471
55.072914,96,1286.093627
0,1,1286.21369
43.10655,77,1287.843021
46.06568,83,1289.634439
0,1,1289.754709
43.626928,78,1291.406059
36.671914,66,1292.866889
0,1,1292.974879
35.660221,65,1295.597544
50.618809,90,1297.5091
0,1,1297.637827
45.520566,84,1299.409811
0,1,1299.530958
63.444046,114,1301.919005
41.227558,71,1303.441422
42.098465,74,1305.071408
0,1,1305.191987
46.602527,81,1306.933795
43.555894,80,1308.632105
0,1,1308.735749
67.252945,126,1311.365157
39.635188,73,1312.933934
0,1,1313.045659
39.614897,72,1314.605988
0,1,1314.726322
49.998725,89,1316.596841
0,1,1316.738304
63.658871,120,1319.219007
0,1,1319.33035
52.995661,99,1321.429717
0,1,1321.559379
47.514375,88,1323.412459
0,1,1323.521929
49.564628,87,1325.352103
0,1,1325.472867
42.575127,79,1327.183694
0,1,1327.314122
53.551944,98,1329.365095
38.10459,69,1330.843402
0,1,1330.951112
50.460762,93,1332.896261
44.538446,80,1334.596791
0,1,1334.73844
45.510425,83,1336.508626
0,1,1336.638384
48.099319,84,1338.427759
54.331034,103,1341.830967
0,1,1341.960605
50.512735,92,1343.891752
0,1,1344.00175
76.022555,143,1346.972793
37.635958,70,1348.516431
0,1,1348.635521
54.91775,105,1350.895571
62.767458,120,1353.428202
0,1,1353.537971
60.565295,106,1355.780239
0,1,1355.928057
45.097166,86,1357.728779
65.400233,122,1360.279011
86.724067,164,1363.681586
0,1,1363.789942
40.609769,74,1365.394497
0,1,1365.511964
49.176616,87,1367.343673
0,1,1367.465397
73.184907,138,1370.334884
0,1,1370.486183
38.074758,73,1372.086513
58.020083,106,1374.296023
0,1,1374.438864
49.062632,89,1376.32973
0,1,1376.48005
41.10863,75,1378.06782
39.590129,75,1379.659996
0,1,1379.790456
44.536049,84,1381.561959
0,1,1381.671558
47.582367,84,1383.472049
0,1,1383.601761
76.275854,146,1387.843081
0,1,1387.95339
52.447455,98,1390.003254
0,1,1390.12478
44.642187,80,1391.835696
62.782339,120,1394.355185
53.944277,100,1396.458105
46.149102,87,1398.348785
60.184034,112,1400.680812
0,1,1400.801962
65.403382,117,1403.233183
0,1,1403.344158
59.07887,109,1405.613433
0,1,1405.76288
-23.694704,131,1408.476301
-100,1,1408.62597
69.022298,130,1411.316739
0,1,1411.4377
51.065083,95,1413.467366
50.947146,101,1415.639456
0,1,1415.758949
56.809156,109,1418.041658
0,1,1418.18973
70.318596,133,1420.971587
44.853912,87,1422.840863
0,1,1422.968133
68.326562,127,1425.633528
0,1,1425.756865
57.963314,107,1427.984425
49.901285,94,1429.945392
48.087664,89,1433.13644
0,1,1433.247928
53.992837,97,1435.279974
0,1,1435.4096
-35.230017,118,1437.860113
-100,1,1438.000294
56.5341,100,1440.091691
0,1,1440.201137
40.621538,74,1441.772458
95.176773,178,1445.432446
0,1,1445.545791
50.971685,97,1447.616321
0,1,1447.726393
-35.5931,120,1450.245473
56.887904,106,1452.465714
0,1,1452.588952
120.811298,232,1457.311743
0,1,1457.42158
76.945687,127,1460.081673
82.237523,151,1463.224974
39.573155,74,1464.843765
0,1,1464.975029
55.88424,103,1467.123885
73.665304,116,1469.575879
41.750977,74,1471.157101
75.296306,139,1474.048906
59.470529,109,1477.629533
42.478416,80,1479.312154
0,1,1479.433013
59.64252,113,1481.810332
50.508387,91,1483.732908
0,1,1483.865753
94.21188,170,1487.375917
63.430042,119,1489.856988
71.457946,140,1492.778329
0,1,1492.90007
45.114391,83,1494.689272
80.931212,151,1497.830038
0,1,1497.939732
56.103646,101,1500.082931
0,1,1500.193239
54.067227,97,1502.252906
43.077897,81,1503.974972
52.388162,100,1506.075399
0,1,1506.205522
46.644941,86,1508.015471
0,1,1508.116568
77.427854,148,1511.198569
70.567052,106,1513.439499
51.479283,94,1515.471473
0,1,1515.591585
79.324438,150,1518.682172
53.367091,102,1520.874384
0,1,1521.004997
81.667654,157,1525.496056
90.149779,170,1529.006934
0,1,1529.117524
85.471863,133,1531.88878
0,1,1532.009175
66.644805,105,1534.199671
0,1,1534.350849
63.01236,100,1536.42956
0,1,1536.540484
60.546101,109,1538.842951
67.526536,126,1541.471665
72.926313,136,1544.293976
0,1,1544.445701
51.023275,91,1546.357123
0,1,1546.477791
42.578976,80,1548.207203
0,1,1548.338071
81.605884,155,1551.530128
0,1,1551.640298
70.979225,126,1554.281338
50.589454,88,1556.161702
41.556644,78,1557.871472
0,1,1557.993122
71.44526,132,1560.725286
0,1,1560.854048
106.045612,201,1564.964672
66.418409,126,1568.878417
87.157608,157,1572.159126
69.962396,115,1574.560163
0,1,1574.67069
63.104645,109,1576.973989
53.380323,104,1579.202858
0,1,1579.334016
81.484234,159,1582.594541
0,1,1582.695125
78.511927,154,1585.856071
0,1,1585.98601
66.200633,124,1588.558464
0,1,1588.699163
86.25954,164,1592.070206
0,1,1592.189283
74.979205,121,1594.70165
0,1,1594.832439
82.476149,154,1598.041833
0,1,1598.152945
53.091736,96,1600.155404
54.663902,88,1602.034507
0,1,1602.157109
81.456557,146,1605.188406
0,1,1605.315785
106.986118,206,1609.509382
0,1,1609.619561
78.538336,125,1613.451543
0,1,1613.580089
76.287359,146,1616.592216
0,1,1616.703395
46.054203,89,1618.643514
0,1,1618.765203
102.373703,194,1622.766036
95.789603,184,1626.607987
78.435159,138,1629.488476
0,1,1629.598721
51.555444,96,1631.678804
114.108236,223,1636.271593
71.982092,112,1638.605792
0,1,1638.725049
73.600866,113,1641.077506
0,1,1641.20612
73.515173,114,1643.578269
0,1,1643.696314
56.84174,109,1646.008069
0,1,1646.114305
60.948656,114,1648.527404
0,1,1648.638091
70.550678,120,1651.130415
0,1,1651.249276
67.89822,115,1653.661516
78.890274,128,1656.352908
98.814826,166,1661.024755
65.509372,122,1663.636211
80.892812,131,1666.359303
0,1,1666.489027
76.125091,116,1668.890978
0,1,1669.0096
67.332703,123,1671.589993
0,1,1671.729809
81.158641,154,1674.903123
70.048154,130,1677.596255
0,1,1677.745547
94.709997,181,1681.456256
66.470146,114,1683.837069
93.60704,155,1687.029164
115.770452,221,1691.581475
45.061058,85,1693.372634
0,1,1693.492542
42.982574,81,1695.232335
70.442881,127,1697.88516
57.968925,105,1700.10559
0,1,1700.236906
70.39788,125,1704.108643
101.185839,179,1707.78981
0,1,1707.920273
71.927012,117,1710.381706
0,1,1710.48841
40.648825,72,1712.094957
97.080593,186,1715.945158
0,1,1716.062876
70.559657,120,1718.554468
0,1,1718.684915
77.450354,120,1721.177849
0,1,1721.316807
75.885845,140,1724.206457
0,1,1724.328076
72.474117,128,1727.008828
0,1,1727.131321
81.984965,140,1730.022189
116.328956,218,1734.493712
0,1,1734.624646
85.720751,161,1737.936677
0,1,1738.057569
87.648198,173,1741.645992
0,1,1741.757111
95.021161,182,1745.529632
0,1,1745.649958
73.815987,136,1749.750674
0,1,1749.861385
106.110669,209,1754.123696
75.982074,118,1756.592853
76.384894,139,1759.51615
0,1,1759.626138
91.420224,138,1762.497247
83.184536,152,1765.640938
96.303316,150,1768.750843
0,1,1768.872656
84.370674,150,1771.994393
0,1,1772.106348
89.8498,174,1775.713445
64.278938,120,1778.215677
0,1,1778.347066
76.877052,147,1781.375204
37.135594,70,1782.888396
45.003342,86,1784.708376
0,1,1784.828986
57.875567,109,1787.13285
0,1,1787.242122
80.308883,147,1790.301651
65.352854,123,1794.101984
0,1,1794.224414
55.964829,107,1796.524418
0,1,1796.624625
44.075833,84,1798.408137
89.35543,174,1801.988116
0,1,1802.118822
76.90876,125,1804.700964
65.035179,118,1807.180071
0,1,1807.311292
81.774592,159,1810.631922
0,1,1810.744
97.544603,192,1814.743451
0,1,1814.854992
89.465936,134,1817.626201
84.609343,157,1820.87938
0,1,1821.009159
80.907699,147,1824.040264
0,1,1824.170696
65.009322,104,1826.342558
98.367455,155,1829.541772
0,1,1829.663774
91.921429,147,1832.694106
0,1,1832.814009
74.994294,113,1835.16544
74.397335,122,1838.945813
0,1,1839.057016
85.874539,151,1842.188844
72.395577,122,1844.741601
81.956981,131,1847.490557
0,1,1847.602895
71.555026,108,1849.883811
108.504837,211,1854.204063
0,1,1854.315222
84.988832,126,1856.925096
88.604009,169,1860.447831
40.625883,72,1861.989144
0,1,1862.121333
56.921001,109,1864.430016
65.936886,121,1866.952644
83.97545,153,1870.124626
0,1,1870.273639
82.369468,147,1873.307308
35.630943,67,1874.785942
48.459519,92,1876.728375
0,1,1876.840274
76.367393,141,1879.739448
0,1,1879.849244
101.756283,163,1884.611903
0,1,1884.743185
88.752111,150,1887.833554
0,1,1887.963117
66.521914,116,1890.363849
0,1,1890.485229
72.492747,125,1893.105906
0,1,1893.22876
109.870771,212,1897.597974
0,1,1897.728148
61.021594,106,1899.96857
93.159509,171,1903.491001
0,1,1903.641366
66.017115,105,1905.863149
0,1,1905.981491
71.918352,128,1908.634049
56.36441,108,1910.937448
96.617562,192,1914.909575
0,1,1915.038185
86.275148,164,1918.409685
0,1,1918.528017
81.836458,153,1921.669673
86.807573,160,1926.30158
105.726371,196,1930.315336
0,1,1930.445552
79.388593,143,1933.395529
0,1,1933.505617
84.403525,136,1936.35809
80.809983,149,1939.449353
0,1,1939.56125
89.987955,165,1942.950957
82.73254,155,1946.172931
0,1,1946.314127
33.18036,59,1947.584218
0,1,1947.693325
49.406292,92,1949.625479
63.009527,117,1952.086136
0,1,1952.218761
84.639941,163,1955.608401
76.020257,123,1958.169678
87.276564,169,1961.672348
0,1,1961.80122
84.317321,147,1964.83289
90.774507,173,1968.425148
77.420946,146,1972.707288
96.672001,183,1976.509399
68.002671,125,1979.162558
68.778703,130,1981.863755
0,1,1982.001517
97.260605,184,1985.764384
82.019586,123,1988.354197
0,1,1988.478096
67.405704,124,1991.048036
0,1,1991.16682
106.3919,209,1995.438716
0,1,1995.559288
70.464513,113,1997.940913
87.364845,148,2001.012864
75.467523,121,2003.550511
0,1,2003.662894
88.426697,147,2006.694642
0,1,2006.815201
86.882857,140,2009.735395
0,1,2009.86749
86.825424,138,2012.737972
100.030479,181,2017.890639
101.511495,197,2021.974542
57.780126,113,2024.383808
0,1,2024.515095
87.357028,166,2027.925904
93.317678,166,2031.34807
0,1,2031.469069
76.911064,134,2034.239248
0,1,2034.358781
65.451727,120,2036.849527
100.867536,202,2041.022372
90.205213,175,2044.643086
0,1,2044.765611
99.319353,183,2048.516479
0,1,2048.647951
118.059223,224,2053.21961
0,1,2053.37083
75.357708,125,2055.961183
102.821478,162,2060.743324
78.3541,132,2063.485653
78.94308,149,2066.614735
0,1,2066.766788
87.3248,161,2070.076978
106.28203,199,2074.198722
0,1,2074.350843
91.238351,177,2078.022742
82.223417,156,2081.244717
0,1,2081.394186
88.886396,158,2084.645546
71.454671,126,2087.26724
92.879251,143,2090.248932
100.100059,194,2094.280577
73.670478,143,2097.252774
0,1,2097.384287
91.758311,173,2100.936115
98.358958,172,2105.738421
0,1,2105.868693
116.104846,226,2110.510089
0,1,2110.631345
100.897769,150,2113.75248
0,1,2113.869925
97.231967,179,2117.532524
0,1,2117.663319
103.849138,171,2121.164403
133.564372,262,2126.557194
90.357171,146,2129.588972
84.257372,148,2132.639512
112.414491,215,2137.033183
115.215672,217,2141.483687
100.009465,183,2145.258638
99.381792,161,2149.828754
84.818965,158,2153.111503
94.040368,180,2156.812447
111.886704,211,2161.124886
98.738275,182,2164.877147
83.853828,149,2167.981682
0,1,2168.100797
82.039364,158,2171.380998
55.286055,106,2173.641232
0,1,2173.750773
76.604082,146,2176.783163
59.005257,109,2179.065256
104.648678,199,2183.165733
0,1,2183.277776
59.921847,111,2185.587262
91.772551,175,2189.191133
86.697202,167,2193.952865
96.574362,187,2197.834414
0,1,2197.944792
58.300344,110,2200.237015
90.334825,142,2203.165519
0,1,2203.296113
92.346185,148,2206.397677
73.057208,122,2208.950272
121.998899,233,2213.732069
0,1,2213.841225
113.907564,218,2218.324134
0,1,2218.445763
62.629226,119,2220.956086
0,1,2221.076068
76.917736,143,2224.046406
0,1,2224.198993
100.329282,155,2227.389736
0,1,2227.508929
94.669494,174,2231.090296
0,1,2231.192604
82.38614,146,2234.232517
86.731843,146,2238.505772
0,1,2238.614814
91.237426,171,2242.117689
0,1,2242.218722
83.856643,142,2245.180653
75.345288,145,2248.210232
68.243023,132,2251.002662
0,1,2251.143655
98.61407,189,2255.044918
101.744351,166,2258.479553
0,1,2258.616672
72.832348,135,2261.404659
0,1,2261.51708
95.208116,182,2265.24711
0,1,2265.35813
82.880641,155,2268.581066
72.412444,121,2271.113648
0,1,2271.231615
104.783965,200,2275.343024
0,1,2275.473137
85.705932,164,2278.877405
115.672997,220,2284.606117
82.636672,156,2287.830092
100.105172,189,2291.72461
0,1,2291.864868
102.342091,157,2295.093403
88.943149,170,2298.60508
75.086329,144,2301.609426
0,1,2301.719053
110.641604,211,2306.061033
95.083683,180,2309.761639
79.757455,156,2313.01342
0,1,2313.135102
87.820996,147,2316.164023
0,1,2316.276244
108.78156,174,2319.876945
0,1,2319.979328
82.875937,153,2323.15019
0,1,2323.269947
114.50879,223,2329.07168
0,1,2329.182832
96.735985,185,2333.004475
0,1,2333.126356
96.197977,177,2336.756247
88.570557,167,2340.198308
0,1,2340.309551
108.465807,206,2344.549938
0,1,2344.650668
93.637611,176,2348.301542
102.525424,189,2352.204287
112.511453,217,2356.655674
0,1,2356.787503
152.426153,298,2362.861028
0,1,2362.980031
118.371584,227,2368.89345
125.745783,242,2373.836923
123.66907,223,2378.408551
75.838501,143,2381.371248
0,1,2381.478122
114.082256,209,2385.773152
0,1,2385.891909
103.529065,199,2389.964943
109.106655,208,2394.216952
113.151691,183,2397.986584
0,1,2398.099086
104.754972,171,2401.609635
86.375333,142,2404.581858
97.942059,188,2408.462411
96.683258,179,2413.36412
0,1,2413.493672
124.105378,233,2418.268785
124.969249,218,2422.732043
0,1,2422.860629
120.743441,232,2427.593146
0,1,2427.725213
135.276168,261,2433.056394
0,1,2433.176114
98.540596,169,2436.678596
0,1,2436.809576
169.438873,309,2443.082195
61.919375,115,2445.482679
0,1,2445.605334
91.990109,174,2449.163867
0,1,2449.284655
106.735712,174,2452.856672
99.121288,189,2458.090081
107.784447,185,2461.911943
0,1,2462.043377
133.109988,219,2466.511742
0,1,2466.653528
106.935054,189,2470.525942
0,1,2470.6436
139.89662,266,2476.04742
0,1,2476.164326
86.526993,156,2479.410091
0,1,2479.519954
127.692361,200,2483.61186
0,1,2483.729006
110.160154,204,2487.934669
0,1,2488.07637
88.821952,144,2491.037326
92.289124,172,2494.600504
0,1,2494.729813
84.282296,156,2497.940086
92.745357,156,2502.430772
0,1,2502.553771
88.533523,171,2506.104449
0,1,2506.253214
131.895533,241,2511.166589
0,1,2511.286899
149.812713,290,2517.199086
96.723067,182,2520.939993
101.703956,178,2524.614196
0,1,2524.73334
165.528449,326,2531.326712
188.237201,351,2538.44904
0,1,2538.570386
115.04617,215,2544.341152
165.667466,319,2550.806979
0,1,2550.936737
130.314033,246,2555.96052
0,1,2556.080052
126.353241,243,2561.033749
132.722054,250,2566.146322
0,1,2566.254973
122.40013,214,2570.627977
80.374908,152,2573.769283
197.361681,360,2581.093177
118.816274,230,2585.814444
0,1,2585.943892
243.514285,467,2596.639507
171.78087,334,2603.434937
0,1,2603.545015
200.120014,382,2611.308412
0,1,2611.458435
161.453901,293,2617.421448
0,1,2617.533144
273.168578,539,2628.416106
151.713337,251,2634.820357
0,1,2634.970472
72.729057,135,2637.759839
165.249671,321,2644.315995
0,1,2644.425549
136.795753,222,2648.957234
100.885736,196,2653.018672
0,1,2653.150227
98.09714,188,2657.001561
185.991315,366,2664.434108
0,1,2664.557677
64.840067,123,2667.146999
0,1,2667.277897
88.042325,168,2670.729805
0,1,2670.860214
171.199343,340,2679.103362
0,1,2679.21503
145.99696,286,2685.025985
0,1,2685.146708
182.22749,355,2692.380627
138.523824,267,2697.83497
298.20238,591,2709.776499
0,1,2709.907481
94.59473,177,2713.539951
0,1,2713.671549
307.519755,610,2727.296822
0,1,2727.409327
204.675135,404,2735.583174
400.138317,793,2751.560695
0,1,2751.681219
215.310948,424,2761.535403
0,1,2761.645743
114.337957,224,2766.248275
234.964112,456,2775.47136
497.694022,1000,2795.58404
166.226688,326,2802.197642
0,1,2802.32811
107.48828,208,2807.809718
0,1,2807.929916
102.797562,191,2811.829805
0,1,2811.931468
257.347196,494,2821.936257
0,1,2822.048536
146.547167,283,2827.798052
378.866553,736,2842.627073
516.501492,1000,2863.96004
367.623944,696,2877.985877
141.172014,225,2882.590439
0,1,2882.737949
160.313533,313,2890.341194
517.257477,1000,2910.473445
108.695247,211,2914.784609
0,1,2914.893358
503.016622,1000,2936.34665
498.370014,1000,2956.457085
347.258115,662,2969.784605
519.376358,1000,2991.154864
501.741051,1000,3011.314169
505.800594,1000,3032.67705
502.590046,1000,3052.81561
500.743845,1000,3074.299686
509.591005,1000,3094.408096
519.971381,1000,3115.820354
501.660044,1000,3135.949537
511.034378,1000,3157.280992
500.278643,1000,3177.37213
508.103376,1000,3198.742874
503.99735,1000,3218.843116
498.158839,1000,3240.30555
501.278884,1000,3260.424116
412.50084,816,3278.233676
0,1,3278.361706
372.83196,737,3293.21161
0,1,3293.332368
498.778513,1000,3313.47275
307.900931,603,3326.91834
335.454688,635,3339.71706
0,1,3339.844977
487.357257,980,3360.917627
496.87514,1000,3381.076641
443.054126,889,3400.278291
510.386101,1000,3420.377768
470.613045,935,3439.179453
507.669949,1000,3460.538653
503.557302,1000,3480.659716
520.282611,1000,3502.119686
502.404277,1000,3522.230425
502.751317,1000,3543.701486
511.087952,1000,3563.833271
514.999927,1000,3585.124192
502.084908,1000,3605.233854
503.09639,1000,3626.594762
501.84074,1000,3646.714854
503.496384,1000,3668.136129
507.014939,1000,3688.237866
535.145018,1000,3709.597176
506.278744,1000,3729.69917
504.272409,1000,3751.000272
561.850083,1000,3771.17905
520.780514,1000,3792.51087
513.990362,1000,3812.621293
504.731749,1000,3834.002033
514.397858,1000,3854.092801
518.076957,1000,3875.511706
504.003568,1000,3895.645018
504.911122,1000,3917.106186
501.216275,1000,3937.204333
521.685829,1000,3958.556614
505.425295,1000,3978.667255
513.904091,1000,4000.127645
501.294526,1000,4020.258265
507.232894,1000,4041.679966
479.119153,944,4060.639502
250.841454,499,4070.763383
0,1,4070.895349
470.230097,912,4090.434347
0,1,4090.5535
225.899523,442,4099.488552
0,1,4099.637847
294.568006,553,4110.796161
0,1,4110.904075
500.002649,1000,4132.265777
313.924675,589,4144.161599
0,1,4144.272531
282.487867,537,4155.107944
0,1,4155.218004
517.758055,1000,4176.639664
500.763623,1000,4196.730583
503.000829,1000,4218.111511
501.303256,1000,4238.260808
516.324002,1000,4259.792597
539.343234,1000,4279.892266
520.389402,1000,4301.312446
506.342043,1000,4321.404983
502.934616,1000,4342.865039
501.982899,1000,4362.985221
506.673552,1000,4384.365019
281.731237,562,4395.729956
0,1,4395.84932
224.660285,442,4404.765275
0,1,4404.874993
368.843321,739,4421.024587
0,1,4421.155235
510.839217,1000,4441.294459
202.792774,394,4449.298579
500.517737,1000,4470.728611
500.187946,1000,4490.838984
502.134549,1000,4512.160863
501.218758,1000,4532.260637
505.152391,1000,4553.684798
501.284299,1000,4573.844705
501.055648,1000,4595.154732
292.194588,569,4606.629424
514.095506,1000,4626.770449
503.526277,1000,4648.261949
502.404983,1000,4668.353082
504.022204,1000,4689.744992
504.203083,1000,4709.845222
500.037513,1000,4731.314513
502.535221,1000,4751.415222
503.261692,1000,4772.797479
502.13444,1000,4792.917305
505.97454,1000,4814.35886
503.620869,1000,4834.47911
507.751545,1000,4855.891604
508.779403,1000,4875.989918
469.142321,932,4896.110643
0,1,4896.22111
501.68711,1000,4916.322117
502.143291,1000,4937.660725
503.664835,1000,4957.76137
499.275703,1000,4979.093719
499.667212,1000,4999.252627
506.79361,1000,5020.595277
504.284675,1000,5040.726086
507.321536,1000,5062.105348
507.981192,1000,5082.228039
503.354108,1000,5103.556879
508.403428,1000,5123.67845
500.662874,1000,5145.020148
499.660204,1000,5165.16051
503.088655,1000,5186.541498
518.112265,1000,5206.669617
507.155657,1000,5228.069108
506.114158,1000,5248.102712
499.375154,1000,5268.230513
500.292978,1000,5289.614054
500.725797,1000,5309.775024
508.549179,1000,5331.144895
502.634722,1000,5351.276204
501.750346,1000,5372.786617
510.281229,1000,5392.906296
502.298811,1000,5414.229153
510.593186,1000,5434.350581
510.727105,1000,5455.809533
521.709016,1000,5475.949614
500.623439,1000,5497.268882
502.003282,1000,5517.391027
524.960477,1000,5538.750801
510.936444,1000,5558.873174
502.513222,1000,5580.22327
504.525548,1000,5600.384463
515.778274,1000,5621.724087
503.598521,1000,5641.825843
520.458566,1000,5663.256608
520.592673,1000,5683.386538
503.788654,1000,5704.747628
502.344168,1000,5724.820406
518.743755,1000,5746.280242
520.30513,1000,5766.411056
509.474851,1000,5787.872081
531.933689,1000,5807.972339
508.557678,1000,5829.29433
513.325965,1000,5849.41347
524.01892,1000,5870.833513
511.525283,1000,5890.996679
513.171103,1000,5912.296394
510.412646,1000,5932.42666
507.694884,1000,5953.966989
543.523561,1000,5974.068354
503.710233,1000,5995.529876
505.390205,1000,6015.619634
528.09942,1000,6037.060719
516.835113,1000,6057.171112
508.390074,1000,6078.632568
543.381673,1000,6098.742882
518.818361,1000,6118.862655
503.67505,1000,6140.194954
507.127022,1000,6160.344414
516.918211,1000,6181.656338
527.405082,1000,6201.7566
518.891001,1000,6223.068765
502.868087,1000,6243.186473
506.401936,1000,6264.688596
502.242885,1000,6284.860635
504.983661,1000,6306.330994
532.985091,1000,6326.470472
512.584302,1000,6347.891715
523.906851,1000,6368.031559
506.775466,1000,6389.372177
502.501258,1000,6409.502658
514.71983,1000,6430.86403
576.425111,1000,6450.96536
513.158629,1000,6472.337641
500.728848,1000,6492.505427
506.260087,1000,6513.977965
518.642044,1000,6534.078353
502.859456,1000,6555.488354
507.359735,1000,6575.598918
534.886297,1000,6596.959009
518.503834,1000,6617.078841
519.652818,1000,6638.492667
520.883648,1000,6658.590756
513.527701,1000,6680.042287
507.814227,1000,6700.184472
511.265586,1000,6721.625288
502.062305,1000,6741.786036
524.836942,1000,6763.186094
537.756927,1000,6783.316451
524.094854,1000,6804.697157
504.49119,1000,6824.80882
610.167791,1000,6846.340266
545.501932,1000,6866.449154
517.742578,1000,6887.800317
545.461152,1000,6907.912885
536.01429,1000,6929.291987
529.350704,1000,6949.424457
534.327139,1000,6970.782832
556.981829,1000,6990.91553
529.486642,1000,7011.023552
505.837224,1000,7032.43531
522.510323,1000,7052.522849
507.406109,1000,7073.978323
506.229998,1000,7094.108152
506.408839,1000,7115.438477
569.809093,1000,7135.560394
523.369953,1000,7157.08028
502.790292,1000,7177.180902
524.429545,1000,7198.511324
513.607957,1000,7218.614483
519.21172,1000,7239.924637
538.294745,1000,7260.025008
504.303396,1000,7281.546297
553.984254,1000,7301.655452
578.580832,1000,7322.987496
508.255919,1000,7343.097871
529.712379,1000,7364.427801
